Assemblage	Diversity	Observed	Estimator	s.e.	LCL	UCL
BOLD:AAT9083	Species richness	1	1	0	1	1
BOLD:AAT9083	Shannon diversity	1	1	0	1	1
BOLD:AAT9083	Simpson diversity	1	1	0	1	1
BOLD:AAT9085	Species richness	1	1	0	1	1
BOLD:AAT9085	Shannon diversity	1	1	0	1	1
BOLD:AAT9085	Simpson diversity	1	1	0	1	1
BOLD:AAT9115	Species richness	2	2	0.10000000000000003	2	2.1959963984540054
BOLD:AAT9115	Shannon diversity	1.3040124758252958	1.314107849264157	0.11055984584160353	1.0974145332783136	1.5308011652500002
BOLD:AAT9115	Simpson diversity	1.160248126130783	1.1630720673329846	0.07872686271695932	1.0087702517919153	1.317373882874054
BOLD:AAT9130	Species richness	2	2	0.10000000000000003	2	2.1959963984540054
BOLD:AAT9130	Shannon diversity	1.4024195303552471	1.4133418671331364	0.11518506604630448	1.1875832861255122	1.6391004481407605
BOLD:AAT9130	Simpson diversity	1.2339943342776205	1.2384526558891458	0.09698950202580718	1.0483567250400891	1.4285485867382024
BOLD:AAT9131	Species richness	1	1	0	1	1
BOLD:AAT9131	Shannon diversity	1	1	0	1	1
BOLD:AAT9131	Simpson diversity	1	1	0	1	1
BOLD:AAT9132	Species richness	2	2	0	2	2
BOLD:AAT9132	Shannon diversity	1.6681914464799614	1.7045534519260312	0.18741890550879825	1.3372191471068713	2.071887756745191
BOLD:AAT9132	Simpson diversity	1.4922279792746116	1.5248618784530372	0.2154907848047851	1.1025077012353874	1.947216055670687
BOLD:AAT9133	Species richness	1	1	0	1	1
BOLD:AAT9133	Shannon diversity	1	1	0	1	1
BOLD:AAT9133	Simpson diversity	1	1	0	1	1
BOLD:AAT9134	Species richness	2	2	0	2	2
BOLD:AAT9134	Shannon diversity	1.8396850148208956	1.8535952438033099	0.09248154703872997	1.672334742372852	2.0348557452337674
BOLD:AAT9134	Simpson diversity	1.7205825986968186	1.7395751376868582	0.13957168439898243	1.4660196630032618	2.0131306123704547
BOLD:AAT9165	Species richness	1	1	0	1	1
BOLD:AAT9165	Shannon diversity	1	1	0	1	1
BOLD:AAT9165	Simpson diversity	1	1	0	1	1
BOLD:AAT9365	Species richness	1	1	0	1	1
BOLD:AAT9365	Shannon diversity	1	1	0	1	1
BOLD:AAT9365	Simpson diversity	1	1	0	1	1
BOLD:AAT9366	Species richness	2	2	0.3684529491774711	2	2.72215451038541
BOLD:AAT9366	Shannon diversity	1.140193301748496	1.1491642483881581	0.07920521733377403	0.9939248750262935	1.3044036217500228
BOLD:AAT9366	Simpson diversity	1.0596483418651235	1.0605786618444832	0.03938209785704577	0.9833911684090415	1.137766155279925
BOLD:AAT9367	Species richness	1	1	0	1	1
BOLD:AAT9367	Shannon diversity	1	1	0	1	1
BOLD:AAT9367	Simpson diversity	1	1	0	1	1
BOLD:AAT9368	Species richness	1	1	0	1	1
BOLD:AAT9368	Shannon diversity	1	1	0	1	1
BOLD:AAT9368	Simpson diversity	1	1	0	1	1
BOLD:AAT9369	Species richness	2	2	0	2	2
BOLD:AAT9369	Shannon diversity	1.8353616500210728	1.8484484671106542	0.09276699810683803	1.6666284918673566	2.030268442353952
BOLD:AAT9369	Simpson diversity	1.7140428425705543	1.7317073170731687	0.13212532963481444	1.4727464295434498	1.9906682046028876
BOLD:AAT9440	Species richness	1	1	0	1	1
BOLD:AAT9440	Shannon diversity	1	1	0	1	1
BOLD:AAT9440	Simpson diversity	1	1	0	1	1
BOLD:AAT9564	Species richness	1	1	0	1	1
BOLD:AAT9564	Shannon diversity	1	1	0	1	1
BOLD:AAT9564	Simpson diversity	1	1	0	1	1
BOLD:AAT9575	Species richness	2	2	0.4923659639173309	2	2.965019556491316
BOLD:AAT9575	Shannon diversity	1.0759350840982054	1.084595644648207	0.06712100984655947	0.9530408827429921	1.2161504065534219
BOLD:AAT9575	Simpson diversity	1.028163427211424	1.028571428571431	0.028485011876299468	0.9727418311946884	1.0844010259481736
BOLD:AAT9611	Species richness	1	1	0	1	1
BOLD:AAT9611	Shannon diversity	1	1	0	1	1
BOLD:AAT9611	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAT9612	Species richness	1	1	0	1	1
BOLD:AAT9612	Shannon diversity	1	1	0	1	1
BOLD:AAT9612	Simpson diversity	1	1	0	1	1
BOLD:AAT9673	Species richness	2	2	0	2	2
BOLD:AAT9673	Shannon diversity	1.9558401480785355	1.9821091323048783	0.0871168118185178	1.8113633186926301	2.1528549459171265
BOLD:AAT9673	Simpson diversity	1.9151193633952255	1.9636871508379887	0.14489001502746415	1.6797079396646921	2.2476663620112856
BOLD:AAT9674	Species richness	1	1	0	1	1
BOLD:AAT9674	Shannon diversity	1	1	0	1	1
BOLD:AAT9674	Simpson diversity	1	1	0	1	1
BOLD:AAT9775	Species richness	1	1	0	1	1
BOLD:AAT9775	Shannon diversity	1	1	0	1	1
BOLD:AAT9775	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAT9776	Species richness	1	1	0	1	1
BOLD:AAT9776	Shannon diversity	1	1	0	1	1
BOLD:AAT9776	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAT9777	Species richness	1	1	0	1	1
BOLD:AAT9777	Shannon diversity	1	1	0	1	1
BOLD:AAT9777	Simpson diversity	1	1	0	1	1
BOLD:AAT9778	Species richness	1	1	0	1	1
BOLD:AAT9778	Shannon diversity	1	1	0	1	1
BOLD:AAT9778	Simpson diversity	1	1	0	1	1
BOLD:AAT9787	Species richness	1	1	0	1	1
BOLD:AAT9787	Shannon diversity	1	1	0	1	1
BOLD:AAT9787	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAT9833	Species richness	2	2	0	2	2
BOLD:AAT9833	Shannon diversity	1.9835858466340404	2.009517656238518	0.04784732561783053	1.9157386212710092	2.1032966912060265
BOLD:AAT9833	Simpson diversity	1.9676584734799483	2.0190735694822894	0.08839972600222208	1.845813290274725	2.1923338486898536
BOLD:AAT9850	Species richness	1	1	0	1	1
BOLD:AAT9850	Shannon diversity	1	1	0	1	1
BOLD:AAT9850	Simpson diversity	1	1	0	1	1
BOLD:AAT9959	Species richness	1	1	0	1	1
BOLD:AAT9959	Shannon diversity	1	1	0	1	1
BOLD:AAT9959	Simpson diversity	1	1	0	1	1
BOLD:AAT9980	Species richness	1	1	0	1	1
BOLD:AAT9980	Shannon diversity	1	1	0	1	1
BOLD:AAT9980	Simpson diversity	1	1	0	1	1
BOLD:AAT9981	Species richness	1	1	0	1	1
BOLD:AAT9981	Shannon diversity	1	1	0	1	1
BOLD:AAT9981	Simpson diversity	1	1	0	1	1
BOLD:AAU0046	Species richness	1	1	0	1	1
BOLD:AAU0046	Shannon diversity	1	1	0	1	1
BOLD:AAU0046	Simpson diversity	1	1	0	1	1
BOLD:AAU0047	Species richness	1	1	0	1	1
BOLD:AAU0047	Shannon diversity	1	1	0	1	1
BOLD:AAU0047	Simpson diversity	1	1	0	1	1
BOLD:AAU0070	Species richness	1	1	0	1	1
BOLD:AAU0070	Shannon diversity	1	1	0	1	1
BOLD:AAU0070	Simpson diversity	1	1	0	1	1
BOLD:AAU0071	Species richness	1	1	0	1	1
BOLD:AAU0071	Shannon diversity	1	1	0	1	1
BOLD:AAU0071	Simpson diversity	1	1	0	1	1
BOLD:AAU0244	Species richness	1	1	0	1	1
BOLD:AAU0244	Shannon diversity	1	1	0	1	1
BOLD:AAU0244	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAU0245	Species richness	1	1	0	1	1
BOLD:AAU0245	Shannon diversity	1	1	0	1	1
BOLD:AAU0245	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAU0530	Species richness	1	1	0	1	1
BOLD:AAU0530	Shannon diversity	1	1	0	1	1
BOLD:AAU0530	Simpson diversity	1	1	0	1	1
BOLD:AAU0728	Species richness	1	1	0	1	1
BOLD:AAU0728	Shannon diversity	1	1	0	1	1
BOLD:AAU0728	Simpson diversity	1	1	0	1	1
BOLD:AAU0800	Species richness	2	2	0	2	2
BOLD:AAU0800	Shannon diversity	1.9955571994469739	2.0654990137594456	0.10661754995267153	1.856532455732309	2.274465571786582
BOLD:AAU0800	Simpson diversity	1.991150442477876	2.1428571428571446	0.18404580353687341	1.7821339964191383	2.503580289295151
BOLD:AAU0825	Species richness	1	1	0	1	1
BOLD:AAU0825	Shannon diversity	1	1	0	1	1
BOLD:AAU0825	Simpson diversity	1	1	0	1	1
BOLD:AAU0859	Species richness	1	1	0	1	1
BOLD:AAU0859	Shannon diversity	1	1	0	1	1
BOLD:AAU0859	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAU0860	Species richness	1	1	0	1	1
BOLD:AAU0860	Shannon diversity	1	1	0	1	1
BOLD:AAU0860	Simpson diversity	1	1	0	1	1
BOLD:AAU0973	Species richness	1	1	0	1	1
BOLD:AAU0973	Shannon diversity	1	1	0	1	1
BOLD:AAU0973	Simpson diversity	1	1	0	1	1
BOLD:AAU1149	Species richness	1	1	0	1	1
BOLD:AAU1149	Shannon diversity	1	1	0	1	1
BOLD:AAU1149	Simpson diversity	1	1	0	1	1
BOLD:AAU1181	Species richness	1	1	0	1	1
BOLD:AAU1181	Shannon diversity	1	1	0	1	1
BOLD:AAU1181	Simpson diversity	1	1	0	1	1
BOLD:AAU1227	Species richness	1	1	0	1	1
BOLD:AAU1227	Shannon diversity	1	1	0	1	1
BOLD:AAU1227	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAU1498	Species richness	1	1	0	1	1
BOLD:AAU1498	Shannon diversity	1	1	0	1	1
BOLD:AAU1498	Simpson diversity	1	1	0	1	1
BOLD:AAU1526	Species richness	2	2	0.460566186471838	2	2.902693137981761
BOLD:AAU1526	Shannon diversity	1.1322998585211326	1.1501046649856452	0.1078581492852766	0.9387065769473586	1.3615027530239319
BOLD:AAU1526	Simpson diversity	1.0555127216653817	1.0571428571428572	0.05416425401403975	0.9509828700258601	1.163302844259854
BOLD:AAU1571	Species richness	1	1	0	1	1
BOLD:AAU1571	Shannon diversity	1	1	0	1	1
BOLD:AAU1571	Simpson diversity	1	1	0	1	1
BOLD:AAU1572	Species richness	1	1	0	1	1
BOLD:AAU1572	Shannon diversity	1	1	0	1	1
BOLD:AAU1572	Simpson diversity	1	1	0	1	1
BOLD:AAU1574	Species richness	1	1	0	1	1
BOLD:AAU1574	Shannon diversity	1	1	0	1	1
BOLD:AAU1574	Simpson diversity	1	1	0	1	1
BOLD:AAU1647	Species richness	1	1	0	1	1
BOLD:AAU1647	Shannon diversity	1	1	0	1	1
BOLD:AAU1647	Simpson diversity	1	1	0	1	1
BOLD:AAU2204	Species richness	1	1	0	1	1
BOLD:AAU2204	Shannon diversity	1	1	0	1	1
BOLD:AAU2204	Simpson diversity	1	1	0	1	1
BOLD:AAU2205	Species richness	1	1	0	1	1
BOLD:AAU2205	Shannon diversity	1	1	0	1	1
BOLD:AAU2205	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAU2235	Species richness	1	1	0	1	1
BOLD:AAU2235	Shannon diversity	1	1	0	1	1
BOLD:AAU2235	Simpson diversity	1	1	0	1	1
BOLD:AAU2363	Species richness	1	1	0	1	1
BOLD:AAU2363	Shannon diversity	1	1	0	1	1
BOLD:AAU2363	Simpson diversity	1	1	0	1	1
BOLD:AAU2364	Species richness	1	1	0	1	1
BOLD:AAU2364	Shannon diversity	1	1	0	1	1
BOLD:AAU2364	Simpson diversity	1	1	0	1	1
BOLD:AAU2365	Species richness	1	1	0	1	1
BOLD:AAU2365	Shannon diversity	1	1	0	1	1
BOLD:AAU2365	Simpson diversity	1	1	0	1	1
BOLD:AAU3215	Species richness	1	1	0	1	1
BOLD:AAU3215	Shannon diversity	1	1	0	1	1
BOLD:AAU3215	Simpson diversity	1	1	0	1	1
BOLD:AAU3366	Species richness	1	1	0	1	1
BOLD:AAU3366	Shannon diversity	1	1	0	1	1
BOLD:AAU3366	Simpson diversity	1	1	0	1	1
BOLD:AAU3683	Species richness	1	1	0	1	1
BOLD:AAU3683	Shannon diversity	1	1	0	1	1
BOLD:AAU3683	Simpson diversity	1	1	0	1	1
BOLD:AAU3905	Species richness	3	3	0.31131960005471326	3	3.6101752037886516
BOLD:AAU3905	Shannon diversity	2.7494592739972052	3.005466810253866	0.3625752885881195	2.2948323029369355	3.7161013175707964
BOLD:AAU3905	Simpson diversity	2.5714285714285716	2.9999999999999942	0.5046491827186078	2.0109057770439502	3.989094222956038
BOLD:AAV2331	Species richness	1	1	0	1	1
BOLD:AAV2331	Shannon diversity	1	1	0	1	1
BOLD:AAV2331	Simpson diversity	1	1	0	1	1
BOLD:AAV6488	Species richness	1	1	0	1	1
BOLD:AAV6488	Shannon diversity	1	1	0	1	1
BOLD:AAV6488	Simpson diversity	1	1	0	1	1
BOLD:AAV6492	Species richness	1	1	0	1	1
BOLD:AAV6492	Shannon diversity	1	1	0	1	1
BOLD:AAV6492	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAV6493	Species richness	1	1	0	1	1
BOLD:AAV6493	Shannon diversity	1	1	0	1	1
BOLD:AAV6493	Simpson diversity	1	1	0	1	1
BOLD:AAV6550	Species richness	1	1	0	1	1
BOLD:AAV6550	Shannon diversity	1	1	0	1	1
BOLD:AAV6550	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAV6551	Species richness	1	1	0	1	1
BOLD:AAV6551	Shannon diversity	1	1	0	1	1
BOLD:AAV6551	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAV6745	Species richness	1	1	0	1	1
BOLD:AAV6745	Shannon diversity	1	1	0	1	1
BOLD:AAV6745	Simpson diversity	1	1	0	1	1
BOLD:AAV6746	Species richness	1	1	0	1	1
BOLD:AAV6746	Shannon diversity	1	1	0	1	1
BOLD:AAV6746	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAV6757	Species richness	1	1	0	1	1
BOLD:AAV6757	Shannon diversity	1	1	0	1	1
BOLD:AAV6757	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAV6758	Species richness	1	1	0	1	1
BOLD:AAV6758	Shannon diversity	1	1	0	1	1
BOLD:AAV6758	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAV6781	Species richness	1	1	0	1	1
BOLD:AAV6781	Shannon diversity	1	1	0	1	1
BOLD:AAV6781	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAV7066	Species richness	1	1	0	1	1
BOLD:AAV7066	Shannon diversity	1	1	0	1	1
BOLD:AAV7066	Simpson diversity	1	1	0	1	1
BOLD:AAV8049	Species richness	1	1	0	1	1
BOLD:AAV8049	Shannon diversity	1	1	0	1	1
BOLD:AAV8049	Simpson diversity	1	1	0	1	1
BOLD:AAV8203	Species richness	1	1	0	1	1
BOLD:AAV8203	Shannon diversity	1	1	0	1	1
BOLD:AAV8203	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAW0034	Species richness	1	1	0	1	1
BOLD:AAW0034	Shannon diversity	1	1	0	1	1
BOLD:AAW0034	Simpson diversity	1	1	0	1	1
BOLD:AAW0119	Species richness	1	1	0	1	1
BOLD:AAW0119	Shannon diversity	1	1	0	1	1
BOLD:AAW0119	Simpson diversity	1	1	0	1	1
BOLD:AAW3680	Species richness	1	1	0	1	1
BOLD:AAW3680	Shannon diversity	1	1	0	1	1
BOLD:AAW3680	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAW3681	Species richness	1	1	0	1	1
BOLD:AAW3681	Shannon diversity	1	1	0	1	1
BOLD:AAW3681	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAW3970	Species richness	1	1	0	1	1
BOLD:AAW3970	Shannon diversity	1	1	0	1	1
BOLD:AAW3970	Simpson diversity	1	1	0	1	1
BOLD:AAW6628	Species richness	1	1	0	1	1
BOLD:AAW6628	Shannon diversity	1	1	0	1	1
BOLD:AAW6628	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAW7343	Species richness	1	1	0	1	1
BOLD:AAW7343	Shannon diversity	1	1	0	1	1
BOLD:AAW7343	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAW7352	Species richness	2	2.5	0.7032392583932264	2	3.8783236189653802
BOLD:AAW7352	Shannon diversity	2	3.3750000000017093	1.1134621591234088	1.1926542699716225	5.5573457300317965
BOLD:AAW7352	Simpson diversity	2	Inf	NA	NA	NA
BOLD:AAW7580	Species richness	1	1	0	1	1
BOLD:AAW7580	Shannon diversity	1	1	0	1	1
BOLD:AAW7580	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAW7584	Species richness	1	1	0	1	1
BOLD:AAW7584	Shannon diversity	1	1	0	1	1
BOLD:AAW7584	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAW7585	Species richness	2	2	0.10000000000000003	2	2.1959963984540054
BOLD:AAW7585	Shannon diversity	1.8898815748423097	2.0049816741359088	0.22387665917871802	1.5661914851664729	2.4437718631053444
BOLD:AAW7585	Simpson diversity	1.7999999999999998	2.0000000000000004	0.3474152111762331	1.3190786984132068	2.6809213015867943
BOLD:AAW7586	Species richness	1	1	0	1	1
BOLD:AAW7586	Shannon diversity	1	1	0	1	1
BOLD:AAW7586	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAW7588	Species richness	1	1	0	1	1
BOLD:AAW7588	Shannon diversity	1	1	0	1	1
BOLD:AAW7588	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAW7589	Species richness	1	1	0	1	1
BOLD:AAW7589	Shannon diversity	1	1	0	1	1
BOLD:AAW7589	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAW7595	Species richness	1	1	0	1	1
BOLD:AAW7595	Shannon diversity	1	1	0	1	1
BOLD:AAW7595	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAW7667	Species richness	1	1	0	1	1
BOLD:AAW7667	Shannon diversity	1	1	0	1	1
BOLD:AAW7667	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAW7763	Species richness	1	1	0	1	1
BOLD:AAW7763	Shannon diversity	1	1	0	1	1
BOLD:AAW7763	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAW7777	Species richness	1	1	0	1	1
BOLD:AAW7777	Shannon diversity	1	1	0	1	1
BOLD:AAW7777	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAW7779	Species richness	1	1	0	1	1
BOLD:AAW7779	Shannon diversity	1	1	0	1	1
BOLD:AAW7779	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAW7781	Species richness	1	1	0	1	1
BOLD:AAW7781	Shannon diversity	1	1	0	1	1
BOLD:AAW7781	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAW7783	Species richness	1	1	0	1	1
BOLD:AAW7783	Shannon diversity	1	1	0	1	1
BOLD:AAW7783	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAW8826	Species richness	1	1	0	1	1
BOLD:AAW8826	Shannon diversity	1	1	0	1	1
BOLD:AAW8826	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAW9345	Species richness	1	1	0	1	1
BOLD:AAW9345	Shannon diversity	1	1	0	1	1
BOLD:AAW9345	Simpson diversity	1	1	0	1	1
BOLD:AAX0674	Species richness	1	1	0	1	1
BOLD:AAX0674	Shannon diversity	1	1	0	1	1
BOLD:AAX0674	Simpson diversity	1	1	0	1	1
BOLD:AAX0687	Species richness	1	1	0	1	1
BOLD:AAX0687	Shannon diversity	1	1	0	1	1
BOLD:AAX0687	Simpson diversity	1	1	0	1	1
BOLD:AAX1155	Species richness	1	1	0	1	1
BOLD:AAX1155	Shannon diversity	1	1	0	1	1
BOLD:AAX1155	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAX1341	Species richness	1	1	0	1	1
BOLD:AAX1341	Shannon diversity	1	1	0	1	1
BOLD:AAX1341	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAX1981	Species richness	1	1	0	1	1
BOLD:AAX1981	Shannon diversity	1	1	0	1	1
BOLD:AAX1981	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAX2299	Species richness	1	1	0	1	1
BOLD:AAX2299	Shannon diversity	1	1	0	1	1
BOLD:AAX2299	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAX2626	Species richness	1	1	0	1	1
BOLD:AAX2626	Shannon diversity	1	1	0	1	1
BOLD:AAX2626	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAX2627	Species richness	1	1	0	1	1
BOLD:AAX2627	Shannon diversity	1	1	0	1	1
BOLD:AAX2627	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAX2629	Species richness	1	1	0	1	1
BOLD:AAX2629	Shannon diversity	1	1	0	1	1
BOLD:AAX2629	Simpson diversity	1	1	0	1	1
BOLD:AAX3602	Species richness	1	1	0	1	1
BOLD:AAX3602	Shannon diversity	1	1	0	1	1
BOLD:AAX3602	Simpson diversity	1	1	0	1	1
BOLD:AAX3606	Species richness	1	1	0	1	1
BOLD:AAX3606	Shannon diversity	1	1	0	1	1
BOLD:AAX3606	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAX5239	Species richness	1	1	0	1	1
BOLD:AAX5239	Shannon diversity	1	1	0	1	1
BOLD:AAX5239	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAX5240	Species richness	1	1	0	1	1
BOLD:AAX5240	Shannon diversity	1	1	0	1	1
BOLD:AAX5240	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAX5241	Species richness	1	1	0	1	1
BOLD:AAX5241	Shannon diversity	1	1	0	1	1
BOLD:AAX5241	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAX5244	Species richness	1	1	0	1	1
BOLD:AAX5244	Shannon diversity	1	1	0	1	1
BOLD:AAX5244	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAX5245	Species richness	1	1	0	1	1
BOLD:AAX5245	Shannon diversity	1	1	0	1	1
BOLD:AAX5245	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAX5261	Species richness	1	1	0	1	1
BOLD:AAX5261	Shannon diversity	1	1	0	1	1
BOLD:AAX5261	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAX5272	Species richness	1	1	0	1	1
BOLD:AAX5272	Shannon diversity	1	1	0	1	1
BOLD:AAX5272	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAX5281	Species richness	1	1	0	1	1
BOLD:AAX5281	Shannon diversity	1	1	0	1	1
BOLD:AAX5281	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAX5325	Species richness	1	1	0	1	1
BOLD:AAX5325	Shannon diversity	1	1	0	1	1
BOLD:AAX5325	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAX6369	Species richness	1	1	0	1	1
BOLD:AAX6369	Shannon diversity	1	1	0	1	1
BOLD:AAX6369	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAX7587	Species richness	1	1	0	1	1
BOLD:AAX7587	Shannon diversity	1	1	0	1	1
BOLD:AAX7587	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAX7588	Species richness	1	1	0	1	1
BOLD:AAX7588	Shannon diversity	1	1	0	1	1
BOLD:AAX7588	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAX7589	Species richness	1	1	0	1	1
BOLD:AAX7589	Shannon diversity	1	1	0	1	1
BOLD:AAX7589	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAX7604	Species richness	1	1	0	1	1
BOLD:AAX7604	Shannon diversity	1	1	0	1	1
BOLD:AAX7604	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAX7612	Species richness	1	1	0	1	1
BOLD:AAX7612	Shannon diversity	1	1	0	1	1
BOLD:AAX7612	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAX7614	Species richness	1	1	0	1	1
BOLD:AAX7614	Shannon diversity	1	1	0	1	1
BOLD:AAX7614	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAX7615	Species richness	1	1	0	1	1
BOLD:AAX7615	Shannon diversity	1	1	0	1	1
BOLD:AAX7615	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAX7616	Species richness	2	2	0.35887028128263715	2	2.7033728264357273
BOLD:AAX7616	Shannon diversity	2	2.3009758908928246	0.4339217842224246	1.450504821709512	3.1514469600761372
BOLD:AAX7616	Simpson diversity	2	3.0000000000000004	0.7017294652672369	1.6246355211856653	4.375364478814335
BOLD:AAX8118	Species richness	1	1	0	1	1
BOLD:AAX8118	Shannon diversity	1	1	0	1	1
BOLD:AAX8118	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAX8120	Species richness	1	1	0	1	1
BOLD:AAX8120	Shannon diversity	1	1	0	1	1
BOLD:AAX8120	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAX8123	Species richness	1	1	0	1	1
BOLD:AAX8123	Shannon diversity	1	1	0	1	1
BOLD:AAX8123	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAX8131	Species richness	1	1	0	1	1
BOLD:AAX8131	Shannon diversity	1	1	0	1	1
BOLD:AAX8131	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAX8132	Species richness	1	1	0	1	1
BOLD:AAX8132	Shannon diversity	1	1	0	1	1
BOLD:AAX8132	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAX8133	Species richness	1	1	0	1	1
BOLD:AAX8133	Shannon diversity	1	1	0	1	1
BOLD:AAX8133	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAY0262	Species richness	1	1	0	1	1
BOLD:AAY0262	Shannon diversity	1	1	0	1	1
BOLD:AAY0262	Simpson diversity	1	1	0	1	1
BOLD:AAY0386	Species richness	1	1	0	1	1
BOLD:AAY0386	Shannon diversity	1	1	0	1	1
BOLD:AAY0386	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAY0499	Species richness	1	1	0	1	1
BOLD:AAY0499	Shannon diversity	1	1	0	1	1
BOLD:AAY0499	Simpson diversity	1	1	0	1	1
BOLD:AAY0506	Species richness	1	1	0	1	1
BOLD:AAY0506	Shannon diversity	1	1	0	1	1
BOLD:AAY0506	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAY0509	Species richness	1	1	0	1	1
BOLD:AAY0509	Shannon diversity	1	1	0	1	1
BOLD:AAY0509	Simpson diversity	1	1	0	1	1
BOLD:AAY0536	Species richness	1	1	0	1	1
BOLD:AAY0536	Shannon diversity	1	1	0	1	1
BOLD:AAY0536	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAY1344	Species richness	1	1	0	1	1
BOLD:AAY1344	Shannon diversity	1	1	0	1	1
BOLD:AAY1344	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAY2587	Species richness	1	1	0	1	1
BOLD:AAY2587	Shannon diversity	1	1	0	1	1
BOLD:AAY2587	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAY2919	Species richness	1	1	0	1	1
BOLD:AAY2919	Shannon diversity	1	1	0	1	1
BOLD:AAY2919	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAY3423	Species richness	1	1	0	1	1
BOLD:AAY3423	Shannon diversity	1	1	0	1	1
BOLD:AAY3423	Simpson diversity	1	Inf	NA	NA	NA
BOLD:AAY4329	Species richness	1	1	0	1	1
BOLD:AAY4329	Shannon diversity	1	1	0	1	1
BOLD:AAY4329	Simpson diversity	1	1	0	1	1
BOLD:AAY4806	Species richness	2	2	0	2	2
BOLD:AAY4806	Shannon diversity	1.7772013016190473	1.7988392073565453	0.12120511657305004	1.5612815441313883	2.036396870581702
BOLD:AAY4806	Simpson diversity	1.6303142329020333	1.6557692307692295	0.1720357923932108	1.3185852736267267	1.9929531879117324
BOLD:AAY5044	Species richness	1	1	0	1	1
BOLD:AAY5044	Shannon diversity	1	1	0	1	1
BOLD:AAY5044	Simpson diversity	1	1	0	1	1
