processid	bin_uri	order_name	lat	lon	country	hemisphere	lat_bin	lat_max	lat_mid	lat_min	lat_band	continent	lat_median
GBMIN92093-17	BOLD:ADK2631	Anura	31.2	-89.22	United States	Northern	4	40	35	30	4	Americas	38.0733
GBMNA13965-19	BOLD:ACH9128	Anura	36.4024	127.762	South Korea	Northern	4	40	35	30	4	Asia	38.0733
GBMNB2279-20	BOLD:ACA3669	Anura	-23.8417	-46.3966	Brazil	Southern	10	-20	-25	-30	10	Americas	-23.88
GBMNC75996-20	BOLD:ACH9750	Anura	-40.5631	-73.7317	Chile	Southern	12	-40	-45	-50	12	Americas	-42.6164
GBMND61785-21	BOLD:ACF9126	Anura	-16.132	-42.2861	Brazil	Southern	9	-10	-15	-20	9	Americas	-15.5944
GBMND699-21	BOLD:ACA3497	Anura	-21.3731	-42.7232	Brazil	Southern	10	-20	-25	-30	10	Americas	-23.88
GBMND872-21	BOLD:ACA3750	Anura	-34.8513	-54.9392	Uruguay	Southern	11	-30	-35	-40	11	Americas	-33.6166
GBMND919-21	BOLD:ABY6883	Anura	-12.3023	-37.8387	Brazil	Southern	9	-10	-15	-20	9	Americas	-15.5944
GBMNE66866-22	BOLD:AAI2209	Anura	29.557	103.352	China	Northern	5	30	25	20	5	Asia	23.8744
RNOCF388-17	BOLD:ADI0918	Anura	-21.264	47.4183	Madagascar	Southern	10	-20	-25	-30	10	Africa	-23.88
WAMIB022-10	BOLD:AAC9768	Anura	-8.2	114.967	Indonesia	Southern	8	0	-5	-10	8	Asia	-5.04883
GBAP12091-19	BOLD:ACC6404	Anura	-11.5246	-54.3552	Brazil	Southern	9	-10	-15	-20	9	Americas	-15.5944
GBAP2055-13	BOLD:AAL6095	Anura	42.982	12.7637	Italy	Northern	3	50	45	40	3	Europe	43.0306
GBAP4027-13	BOLD:ACI1143	Anura	2.6464	-76.9086	Colombia	Northern	7	10	5	0	7	Americas	7.756
GBMIN92690-17	BOLD:ACA3713	Anura	-11.5246	-54.3552	Brazil	Southern	9	-10	-15	-20	9	Americas	-15.5944
GBMND1045-21	BOLD:ABY6883	Anura	-20.4957	-54.4869	Brazil	Southern	10	-20	-25	-30	10	Americas	-23.88
GBMND830-21	BOLD:ACA3747	Anura	-28.088	-55.7472	Argentina	Southern	10	-20	-25	-30	10	Americas	-23.88
OSTEO050-14	BOLD:ACM7260	Anura	-15.892	-52.263	Brazil	Southern	9	-10	-15	-20	9	Americas	-15.5944
WAFRA434-14	BOLD:ACM4198	Anura	-2.5477	13.5245	Republic of the Congo	Southern	8	0	-5	-10	8	Africa	-5.04883
WAMAM511-10	BOLD:AAM2706	Anura	-24.5166	116.9	Australia	Southern	10	-20	-25	-30	10	Oceania	-23.88
ABR357-13	BOLD:ACT3765	Anura	7.987	-77.708	Panama	Northern	7	10	5	0	7	Americas	7.756
ASCRA175-08	BOLD:AAA5418	Anura	48.529	-81.237	Canada	Northern	3	50	45	40	3	Americas	43.0306
DBABA343-12	BOLD:ACA3805	Anura	-23.477	-45.343	Brazil	Southern	10	-20	-25	-30	10	Americas	-23.88
DBABA650-12	BOLD:ACA3678	Anura	-22.242	-47.907	Brazil	Southern	10	-20	-25	-30	10	Americas	-23.88
EVACC234-12	BOLD:AAD4144	Anura	8.63312	-80.0767	Panama	Northern	7	10	5	0	7	Americas	7.756
GBAP12334-19	BOLD:ACC6241	Anura	-1.56427	-78.463	Ecuador	Southern	8	0	-5	-10	8	Americas	-5.04883
GBAP1851-13	BOLD:ACH3348	Anura	-19.0416	46.6849	Madagascar	Southern	9	-10	-15	-20	9	Africa	-15.5944
GBAP1980-13	BOLD:AAI8739	Anura	-19.0416	46.6849	Madagascar	Southern	9	-10	-15	-20	9	Africa	-15.5944
GBAP20319-19	BOLD:AEB0951	Anura	9.865	-84.143	Costa Rica	Northern	7	10	5	0	7	Americas	7.756
GBMIN91908-17	BOLD:ADJ8103	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia	38.0733
GBMND967-21	BOLD:ABY6883	Anura	-14.1508	-48.0778	Brazil	Southern	9	-10	-15	-20	9	Americas	-15.5944
IQHLM232-06	BOLD:AAB2119	Anura	-2.781	108.242	Indonesia	Southern	8	0	-5	-10	8	Asia	-5.04883
WAMAL708-10	BOLD:AAT9369	Anura	-33.568600000000004	118.82	Australia	Southern	11	-30	-35	-40	11	Oceania	-33.6166
WAMAM159-10	BOLD:AAM2274	Anura	-14.7908	125.826	Australia	Southern	9	-10	-15	-20	9	Oceania	-15.5944
ABAAP011-08	BOLD:AAC5953	Anura	43.52	79.25	Kazakhstan	Northern	3	50	45	40	3	Asia	43.0306
ABAAP065-08	BOLD:AAD9567	Anura	36.823	139.727	Japan	Northern	4	40	35	30	4	Asia	38.0733
GBAP3667-13	BOLD:ACI1511	Anura	-0.0833333	-77.6167	Ecuador	Southern	8	0	-5	-10	8	Americas	-5.04883
GBAP5264-15	BOLD:ACB3504	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia	38.0733
GBCOC3290-23	BOLD:AAB7344	Anura	28.0792	91.2571	China	Northern	5	30	25	20	5	Asia	23.8744
GBCOC8526-23	BOLD:AAB5051	Anura	30.0671	100.434	China	Northern	4	40	35	30	4	Asia	38.0733
GBMIN91873-17	BOLD:ADK3682	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia	38.0733
GBMIN92695-17	BOLD:ACA3457	Anura	-11.5246	-54.3552	Brazil	Southern	9	-10	-15	-20	9	Americas	-15.5944
GBMIN92804-17	BOLD:ACD2618	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia	38.0733
GBMIN92837-17	BOLD:ACD2618	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia	38.0733
GBMNC76104-20	BOLD:AEG4725	Anura	-37.7886	-72.9922	Chile	Southern	11	-30	-35	-40	11	Americas	-33.6166
GBMND592-21	BOLD:AEH4901	Anura	-13.8739	-47.2612	Brazil	Southern	9	-10	-15	-20	9	Americas	-15.5944
GBMND61486-21	BOLD:AEL4931	Anura	-12.8	-73.42	Peru	Southern	9	-10	-15	-20	9	Americas	-15.5944
GBMND61739-21	BOLD:ACF9126	Anura	-7.85786	-47.9282	Brazil	Southern	8	0	-5	-10	8	Americas	-5.04883
GBMND728-21	BOLD:ACA3747	Anura	-13.1463	-41.8018	Brazil	Southern	9	-10	-15	-20	9	Americas	-15.5944
GBMNE66275-22	BOLD:AAC9768	Anura	11.1	79.675	India	Northern	6	20	15	10	6	Asia	12.4342
GBMNE66355-22	BOLD:AAM2275	Anura	-14.75	127.05	Australia	Southern	9	-10	-15	-20	9	Oceania	-15.5944
IQHLM009-06	BOLD:AAA5395	Anura	1.25	127.542	Indonesia	Northern	7	10	5	0	7	Asia	7.756
WAF058-15	BOLD:ACX9233	Anura	6.24246	-0.5571	Ghana	Northern	7	10	5	0	7	Africa	7.756
ABAAP072-08	BOLD:AAE0127	Anura	23.219	120.816	Taiwan	Northern	5	30	25	20	5	Asia	23.8744
ABAAP083-08	BOLD:AAB9951	Anura	49.549	117.837	Russia	Northern	3	50	45	40	3	Europe	43.0306
ABTVC161-05	BOLD:AAG5765	Anura	9.86347	-84.1467	Costa Rica	Northern	7	10	5	0	7	Americas	7.756
AMPSA169-12	BOLD:AAH8095	Anura	-31.271	30.032	South Africa	Southern	11	-30	-35	-40	11	Africa	-33.6166
ASCRA263-08	BOLD:AAC4529	Anura	46.1	-76.829	Canada	Northern	3	50	45	40	3	Americas	43.0306
BSACU116-11	BOLD:AAU0071	Anura	20.341	-74.55	Cuba	Northern	5	30	25	20	5	Americas	23.8744
BSAMP639-08	BOLD:AAB0559	Anura	9.231	-79.403	Panama	Northern	7	10	5	0	7	Americas	7.756
GBAP11676-19	BOLD:AEH8671	Anura	4.18775	-72.6445	Colombia	Northern	7	10	5	0	7	Americas	7.756
GBAP21021-19	BOLD:ADP3561	Anura	17.391	81.457	India	Northern	6	20	15	10	6	Asia	12.4342
GBAP2368-13	BOLD:AAF4233	Anura	40.365	-3.65163	Spain	Northern	3	50	45	40	3	Europe	43.0306
GBCOC7818-23	BOLD:ADK4473	Anura	29.7719	94.7321	China	Northern	5	30	25	20	5	Asia	23.8744
GBMAB986-15	BOLD:ACW0757	Anura	10.4155	-61.3724	Trinidad and Tobago	Northern	6	20	15	10	6	Americas	12.4342
GBMIN93267-17	BOLD:ADK7553	Anura	-1.56427	-78.463	Ecuador	Southern	8	0	-5	-10	8	Americas	-5.04883
GBMNA13953-19	BOLD:ACC6117	Anura	5.341	-53.038	French Guiana	Northern	7	10	5	0	7	Americas	7.756
GBMND61760-21	BOLD:ACF9126	Anura	-4.6021	-40.5525	Brazil	Southern	8	0	-5	-10	8	Americas	-5.04883
GBMNE66436-22	BOLD:AAM1938	Anura	-13.89	126.61	Australia	Southern	9	-10	-15	-20	9	Oceania	-15.5944
IMSAM107-09	BOLD:AAA3241	Anura	33.8767	7.88355	Tunisia	Northern	4	40	35	30	4	Africa	38.0733
IMSAM177-09	BOLD:AAB3328	Anura	31.5464	-7.64861	Morocco	Northern	4	40	35	30	4	Africa	38.0733
IMSAM556-12	BOLD:ABZ0665	Anura	40.155	-7.45299	Portugal	Northern	3	50	45	40	3	Europe	43.0306
IQHLM056-06	BOLD:AAA5395	Anura	0.8806	128.283	Indonesia	Northern	7	10	5	0	7	Asia	7.756
LIN008-06	BOLD:AAA3770	Anura	0.86817	122.976	Indonesia	Northern	7	10	5	0	7	Asia	7.756
NPAMV600-10	BOLD:AAG5777	Anura	11.459	107.345	Vietnam	Northern	6	20	15	10	6	Asia	12.4342
TPZAN028-18	BOLD:AAB9478	Anura	22.6642	120.632	Taiwan	Northern	5	30	25	20	5	Asia	23.8744
TPZAN156-18	BOLD:AAE4079	Anura	23.4769	120.477	Taiwan	Northern	5	30	25	20	5	Asia	23.8744
WAMAL682-10	BOLD:AAT9130	Anura	-33.2833	115.7	Australia	Southern	11	-30	-35	-40	11	Oceania	-33.6166
WAMAM1100-10	BOLD:AAO1040	Anura	-24.3166	116.867	Australia	Southern	10	-20	-25	-30	10	Oceania	-23.88
ABAAP015-08	BOLD:AAC5952	Anura	36.35	48.75	Iran	Northern	4	40	35	30	4	Asia	38.0733
ABR517-13	BOLD:ACI5280	Anura	7.684	-78.038	Panama	Northern	7	10	5	0	7	Americas	7.756
BSAMP681-09	BOLD:AAB4617	Anura	9.32	-79.289	Panama	Northern	7	10	5	0	7	Americas	7.756
DBABA437-12	BOLD:ACA3404	Anura	-20.192	-46.521	Brazil	Southern	10	-20	-25	-30	10	Americas	-23.88
DBNGF380-10	BOLD:AAZ3792	Anura	-5.8045	145.071	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania	-5.04883
GBAP3787-13	BOLD:ACH4980	Anura	-35.7336	-71.5478	Chile	Southern	11	-30	-35	-40	11	Americas	-33.6166
GBAP4517-13	BOLD:ACI1440	Anura	22.5386	-83.8348	Cuba	Northern	5	30	25	20	5	Americas	23.8744
GBMAB980-15	BOLD:AAY0536	Anura	-19.0416	46.6849	Madagascar	Southern	9	-10	-15	-20	9	Africa	-15.5944
GBMIN91899-17	BOLD:ADJ6216	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia	38.0733
GBMNC76008-20	BOLD:ACH9750	Anura	-40.1403	-73.4178	Chile	Southern	12	-40	-45	-50	12	Americas	-42.6164
GBMND1017-21	BOLD:ABY6883	Anura	-17.809	-46.4968	Brazil	Southern	9	-10	-15	-20	9	Americas	-15.5944
GBMND61973-21	BOLD:AEL4303	Anura	23.75	92.67	India	Northern	5	30	25	20	5	Asia	23.8744
GBMND988-21	BOLD:ABY6883	Anura	-15.3979	-39.522	Brazil	Southern	9	-10	-15	-20	9	Americas	-15.5944
GBMNE66406-22	BOLD:AAN2628	Anura	-21.68	116.34	Australia	Southern	10	-20	-25	-30	10	Oceania	-23.88
IMSAM546-12	BOLD:ADJ7199	Anura	39.5831	-2.61022	Spain	Northern	4	40	35	30	4	Europe	38.0733
LIN140-06	BOLD:AAA3770	Anura	0.92353	122.644	Indonesia	Northern	7	10	5	0	7	Asia	7.756
TAD327-15	BOLD:ACS9398	Anura	13.6622	101.087	Thailand	Northern	6	20	15	10	6	Asia	12.4342
WAF039-15	BOLD:ACY1657	Anura	6.24246	-0.5571	Ghana	Northern	7	10	5	0	7	Africa	7.756
WAFRA076-14	BOLD:ACM4053	Anura	-3.082	10.437	Gabon	Southern	8	0	-5	-10	8	Africa	-5.04883
WAFRA371-14	BOLD:ACM4236	Anura	-2.829	10.216	Gabon	Southern	8	0	-5	-10	8	Africa	-5.04883
WAMAL081-10	BOLD:AAZ5206	Anura	-13.8944	126.607	Australia	Southern	9	-10	-15	-20	9	Oceania	-15.5944
WAMAM1086-10	BOLD:AAM2707	Anura	-21.9547	120.126	Australia	Southern	10	-20	-25	-30	10	Oceania	-23.88
ABR591-13	BOLD:AAA7559	Anura	8.011	-78.355	Panama	Northern	7	10	5	0	7	Americas	7.756
ABR913-13	BOLD:ACC1660	Anura	9.061	-77.98	Panama	Northern	7	10	5	0	7	Americas	7.756
BSAMP1177-09	BOLD:AAA7559	Anura	9.265	-79.508	Panama	Northern	7	10	5	0	7	Americas	7.756
BSAMP724-09	BOLD:AAA5633	Anura	9.32	-79.289	Panama	Northern	7	10	5	0	7	Americas	7.756
DBAFI283-13	BOLD:ACG0139	Anura	-23.986	-46.742	Brazil	Southern	10	-20	-25	-30	10	Americas	-23.88
DBAFI395-13	BOLD:ACA3712	Anura	-22.719	-44.618	Brazil	Southern	10	-20	-25	-30	10	Americas	-23.88
GBAP20426-19	BOLD:AEB5870	Anura	32.5332	-96.488	United States	Northern	4	40	35	30	4	Americas	38.0733
GBAP20470-19	BOLD:AEB1655	Anura	31.4083	-95.1667	United States	Northern	4	40	35	30	4	Americas	38.0733
GBAP3619-13	BOLD:ACH5536	Anura	-2.165	-77.9029	Ecuador	Southern	8	0	-5	-10	8	Americas	-5.04883
GBAP3680-13	BOLD:ACA5848	Anura	4.18775	-72.6445	Colombia	Northern	7	10	5	0	7	Americas	7.756
GBAP4969-15	BOLD:ACB3504	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia	38.0733
GBAP865-09	BOLD:AAA5395	Anura	0.8805	128.283	Indonesia	Northern	7	10	5	0	7	Asia	7.756
GBCOC3068-23	BOLD:AFT4545	Anura	33.2576	104.249	China	Northern	4	40	35	30	4	Asia	38.0733
GBMIN92274-17	BOLD:ACC6392	Anura	-11.5246	-54.3552	Brazil	Southern	9	-10	-15	-20	9	Americas	-15.5944
GBMIN93259-17	BOLD:ACC6239	Anura	3.85743	-53.3223	French Guiana	Northern	7	10	5	0	7	Americas	7.756
GBMIN93272-17	BOLD:ADK7553	Anura	-1.56427	-78.463	Ecuador	Southern	8	0	-5	-10	8	Americas	-5.04883
GBMND1196-21	BOLD:ABY6883	Anura	-9.68308	-38.6307	Brazil	Southern	8	0	-5	-10	8	Americas	-5.04883
GBMND61314-21	BOLD:ACG2163	Anura	-6.57865	-37.2557	Brazil	Southern	8	0	-5	-10	8	Americas	-5.04883
GBMND904-21	BOLD:ABY6883	Anura	-11.589	-41.1207	Brazil	Southern	9	-10	-15	-20	9	Americas	-15.5944
IQHLM204-06	BOLD:AAC2373	Anura	0.616911	128.38	Indonesia	Northern	7	10	5	0	7	Asia	7.756
WAMAM597-10	BOLD:AAM1794	Anura	-34.7988	116.994	Australia	Southern	11	-30	-35	-40	11	Oceania	-33.6166
GBAP4896-15	BOLD:ACC6462	Anura	-3.20457	-74.7121	Peru	Southern	8	0	-5	-10	8	Americas	-5.04883
GBAP4967-15	BOLD:ACB3504	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia	38.0733
GBMNA13952-19	BOLD:ACF0344	Anura	4.82167	-53.0677	French Guiana	Northern	7	10	5	0	7	Americas	7.756
GBMND791-21	BOLD:ACA3747	Anura	-24.34	-48.737	Brazil	Southern	10	-20	-25	-30	10	Americas	-23.88
GBMND970-21	BOLD:ABY6883	Anura	-14.4373	-39.9073	Brazil	Southern	9	-10	-15	-20	9	Americas	-15.5944
GBMND990-21	BOLD:ABY6883	Anura	-15.775	-56.3458	Brazil	Southern	9	-10	-15	-20	9	Americas	-15.5944
WAFRA377-14	BOLD:ACM4699	Anura	-2.747	10.005	Gabon	Southern	8	0	-5	-10	8	Africa	-5.04883
GBAP11730-19	BOLD:ACB7937	Anura	-11.5246	-54.3552	Brazil	Southern	9	-10	-15	-20	9	Americas	-15.5944
GBAP12100-19	BOLD:AEH8785	Anura	-11.5246	-54.3552	Brazil	Southern	9	-10	-15	-20	9	Americas	-15.5944
GBAP12362-19	BOLD:ACC6241	Anura	-1.56427	-78.463	Ecuador	Southern	8	0	-5	-10	8	Americas	-5.04883
DBABA639-12	BOLD:ACA3587	Anura	-26.425	-49.229	Brazil	Southern	10	-20	-25	-30	10	Americas	-23.88
LIN237-06	BOLD:AAC2852	Anura	-0.86298	119.653	Indonesia	Southern	8	0	-5	-10	8	Asia	-5.04883
AMPSA026-12	BOLD:ABX1920	Anura	-15.6032	28.2643	Zambia	Southern	9	-10	-15	-20	9	Africa	-15.5944
BSAMP006-07	BOLD:AAC3764	Anura	8.667	-80.592	Panama	Northern	7	10	5	0	7	Americas	7.756
BSAMP1141-09	BOLD:AAC2858	Anura	9.265	-79.508	Panama	Northern	7	10	5	0	7	Americas	7.756
BSECO207-11	BOLD:ABA0338	Anura	3.228	-73.852	Colombia	Northern	7	10	5	0	7	Americas	7.756
DBABA563-12	BOLD:ACA3506	Anura	-14.952	-39.299	Brazil	Southern	9	-10	-15	-20	9	Americas	-15.5944
DBNGF096-10	BOLD:AAZ3845	Anura	-5.13	145.77	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania	-5.04883
GBAP1812-13	BOLD:ACH3496	Anura	-19.0416	46.6849	Madagascar	Southern	9	-10	-15	-20	9	Africa	-15.5944
GBAP1958-13	BOLD:ACH3734	Anura	-19.0416	46.6849	Madagascar	Southern	9	-10	-15	-20	9	Africa	-15.5944
GBAP2236-13	BOLD:AAM0091	Anura	52.0685	19.4357	Poland	Northern	2	60	55	50	2	Europe	53.478
GBAP5585-15	BOLD:ACW0683	Anura	-19.0416	46.6849	Madagascar	Southern	9	-10	-15	-20	9	Africa	-15.5944
GBCOC18073-23	BOLD:AFT8925	Anura	25.159	93.013	India	Northern	5	30	25	20	5	Asia	23.8744
GBCOC18733-23	BOLD:AFT8925	Anura	24.687	92.751	India	Northern	5	30	25	20	5	Asia	23.8744
GBCOC2382-23	BOLD:ACH5614	Anura	35.2514	112.117	China	Northern	4	40	35	30	4	Asia	38.0733
GBMIN92207-17	BOLD:ADK5546	Anura	-11.5246	-54.3552	Brazil	Southern	9	-10	-15	-20	9	Americas	-15.5944
GBMNA14007-19	BOLD:ADC7250	Anura	36.7674	137.469	Japan	Northern	4	40	35	30	4	Asia	38.0733
GBMND61312-21	BOLD:ACG2163	Anura	-5.60399	-38.5042	Brazil	Southern	8	0	-5	-10	8	Americas	-5.04883
GBMND705-21	BOLD:ACA3497	Anura	-22.3201	-42.8201	Brazil	Southern	10	-20	-25	-30	10	Americas	-23.88
GBMND856-21	BOLD:ACA3750	Anura	-32.1366	-68.4758	Argentina	Southern	11	-30	-35	-40	11	Americas	-33.6166
GBMND945-21	BOLD:ABY6883	Anura	-12.9313	-51.8148	Brazil	Southern	9	-10	-15	-20	9	Americas	-15.5944
HERNO010-18	BOLD:AAC2139	Anura	59.7888	11.0083	Norway	Northern	2	60	55	50	2	Europe	53.478
OSTEO074-14	BOLD:ACF3068	Anura	-3.1	-60.017	Brazil	Southern	8	0	-5	-10	8	Americas	-5.04883
WAMAL493-10	BOLD:AAT9130	Anura	-33.3741	115.647	Australia	Southern	11	-30	-35	-40	11	Oceania	-33.6166
WAMAM068-10	BOLD:AAO1712	Anura	-15.7608	125.257	Australia	Southern	9	-10	-15	-20	9	Oceania	-15.5944
ABRAM208-13	BOLD:ACC5845	Anura	-2.954	-59.95	Brazil	Southern	8	0	-5	-10	8	Americas	-5.04883
BSAMP1104-09	BOLD:AAA6464	Anura	9.32	-79.289	Panama	Northern	7	10	5	0	7	Americas	7.756
DBABA406-12	BOLD:ACA3556	Anura	-23.832	-47.713	Brazil	Southern	10	-20	-25	-30	10	Americas	-23.88
DBABA452-12	BOLD:ACA3803	Anura	-13.274	-43.427	Brazil	Southern	9	-10	-15	-20	9	Americas	-15.5944
GBAP11890-19	BOLD:ACV3392	Anura	-11.5246	-54.3552	Brazil	Southern	9	-10	-15	-20	9	Americas	-15.5944
GBAP12371-19	BOLD:ACC6241	Anura	-1.56427	-78.463	Ecuador	Southern	8	0	-5	-10	8	Americas	-5.04883
GBAP1855-13	BOLD:ACH3490	Anura	-19.0416	46.6849	Madagascar	Southern	9	-10	-15	-20	9	Africa	-15.5944
GBAP4909-15	BOLD:ACF8599	Anura	-35.6973	-64.5324	Argentina	Southern	11	-30	-35	-40	11	Americas	-33.6166
GBAP5101-15	BOLD:ACS5262	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia	38.0733
GBMNC76071-20	BOLD:ACH9750	Anura	-42.6242	-73.637200000000007	Chile	Southern	12	-40	-45	-50	12	Americas	-42.6164
GBMND667-21	BOLD:ACA3497	Anura	-16.7973	-39.1479	Brazil	Southern	9	-10	-15	-20	9	Americas	-15.5944
MYARA144-17	BOLD:ADG0249	Anura	12.4039	99.1311	Myanmar	Northern	6	20	15	10	6	Asia	12.4342
OBOJZ037-23	BOLD:AAL6663	Anura	47.775	18.286	Slovakia	Northern	3	50	45	40	3	Europe	43.0306
TPZAN185-18	BOLD:ACB3536	Anura	25.0589	107.973	China	Northern	5	30	25	20	5	Asia	23.8744
WAFRA217-14	BOLD:ACM4199	Anura	-3.238	10.611	Gabon	Southern	8	0	-5	-10	8	Africa	-5.04883
WAMAM762-10	BOLD:AAM1794	Anura	-34.6333	116.117	Australia	Southern	11	-30	-35	-40	11	Oceania	-33.6166
ABR337-13	BOLD:AAC2291	Anura	7.997	-77.71	Panama	Northern	7	10	5	0	7	Americas	7.756
AMPAS113-05	BOLD:AAA7514	Anura	42.5819	-80.4222	Canada	Northern	3	50	45	40	3	Americas	43.0306
BSAMP140-07	BOLD:AAC8750	Anura	8.667	-80.592	Panama	Northern	7	10	5	0	7	Americas	7.756
GBAAW74502-24	BOLD:AAE9582	Anura	7.13	-75.69	Colombia	Northern	7	10	5	0	7	Americas	7.756
GBAP11767-19	BOLD:ACB7937	Anura	-8.52272	-74.1142	Peru	Southern	8	0	-5	-10	8	Americas	-5.04883
GBAP1982-13	BOLD:ACH3742	Anura	-19.0416	46.6849	Madagascar	Southern	9	-10	-15	-20	9	Africa	-15.5944
GBAP2340-13	BOLD:AAF4233	Anura	40.365	-3.65163	Spain	Northern	3	50	45	40	3	Europe	43.0306
GBAP2426-13	BOLD:AAF4233	Anura	40.365	-3.65163	Spain	Northern	3	50	45	40	3	Europe	43.0306
GBAP5438-15	BOLD:ACB3504	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia	38.0733
GBCOC15980-23	BOLD:ACC6013	Anura	-2.91536	-59.8967	Brazil	Southern	8	0	-5	-10	8	Americas	-5.04883
GBMNB1956-20	BOLD:ACV1304	Anura	11.2806	78.3647	India	Northern	6	20	15	10	6	Asia	12.4342
GBMNB2276-20	BOLD:AED5708	Anura	-23.742	-46.1359	Brazil	Southern	10	-20	-25	-30	10	Americas	-23.88
GBMND1049-21	BOLD:ABY6883	Anura	-21.4976	-59.879	Paraguay	Southern	10	-20	-25	-30	10	Americas	-23.88
GBMND1274-21	BOLD:ACA4464	Anura	-13.491	-41.6	Brazil	Southern	9	-10	-15	-20	9	Americas	-15.5944
GBMND1281-21	BOLD:ACA4464	Anura	-14.4373	-39.9073	Brazil	Southern	9	-10	-15	-20	9	Americas	-15.5944
GBMNE66401-22	BOLD:ACI3674	Anura	-16.42	126.1	Australia	Southern	9	-10	-15	-20	9	Oceania	-15.5944
LDPJR024-17	BOLD:ADI5439	Anura	-27.4886	32.6641	South Africa	Southern	10	-20	-25	-30	10	Africa	-23.88
WAFRA199-14	BOLD:ACM3936	Anura	-3.231	10.573	Gabon	Southern	8	0	-5	-10	8	Africa	-5.04883
WAFRA215-14	BOLD:ACM4581	Anura	-3.232	10.619	Gabon	Southern	8	0	-5	-10	8	Africa	-5.04883
WAMAL554-10	BOLD:AAT9833	Anura	-20.35	119	Australia	Southern	10	-20	-25	-30	10	Oceania	-23.88
WAMAM645-10	BOLD:AAM1449	Anura	-33.6833	117.55	Australia	Southern	11	-30	-35	-40	11	Oceania	-33.6166
ABAAP066-08	BOLD:AAD9567	Anura	36.823	139.727	Japan	Northern	4	40	35	30	4	Asia	38.0733
ABAAP109-08	BOLD:AAE7591	Anura	38.754	48.763	Azerbaijan	Northern	4	40	35	30	4	Asia	38.0733
ABR1031-13	BOLD:ACC1263	Anura	8.479	-77.528	Panama	Northern	7	10	5	0	7	Americas	7.756
ABR441-13	BOLD:AAB2169	Anura	7.756	-77.686	Panama	Northern	7	10	5	0	7	Americas	7.756
ABR702-13	BOLD:AAA6462	Anura	8.058	-77.37	Panama	Northern	7	10	5	0	7	Americas	7.756
ASCRA198-08	BOLD:AAA7514	Anura	47.424	-66.923	Canada	Northern	3	50	45	40	3	Americas	43.0306
BIFZH288-17	BOLD:ADO2921	Anura	-4.03649	133.07	Indonesia	Southern	8	0	-5	-10	8	Asia	-5.04883
BSAMP727-09	BOLD:AAA5633	Anura	9.32	-79.289	Panama	Northern	7	10	5	0	7	Americas	7.756
CNPVT071-16	BOLD:AAA5418	Anura	51.4069	-116.154	Canada	Northern	2	60	55	50	2	Americas	53.478
CNPVT102-16	BOLD:AAA6081	Anura	51.3611	-117.429	Canada	Northern	2	60	55	50	2	Americas	53.478
DBABA608-12	BOLD:ACA3807	Anura	-5.406	-49.189	Brazil	Southern	8	0	-5	-10	8	Americas	-5.04883
DBAFI785-13	BOLD:ACA3566	Anura	-9.671	-56.482	Brazil	Southern	8	0	-5	-10	8	Americas	-5.04883
GBAP3675-13	BOLD:ACC5868	Anura	-3.21862	-77.5888	Peru	Southern	8	0	-5	-10	8	Americas	-5.04883
GBAP838-09	BOLD:AAC2373	Anura	0.9333	127.517	Indonesia	Northern	7	10	5	0	7	Asia	7.756
GBCOC16827-23	BOLD:AFT8925	Anura	25.159	93.013	India	Northern	5	30	25	20	5	Asia	23.8744
GBCOC3250-23	BOLD:AAB7344	Anura	30.4539	97.1726	China	Northern	4	40	35	30	4	Asia	38.0733
GBCOC3283-23	BOLD:AAH9725	Anura	31.2153	98.8311	China	Northern	4	40	35	30	4	Asia	38.0733
GBMAB1568-15	BOLD:ACW1189	Anura	11.9801	-14.9802	Guinea-Bissau	Northern	6	20	15	10	6	Africa	12.4342
GBMIN92751-17	BOLD:ACD2618	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia	38.0733
GBMND835-21	BOLD:ACA3751	Anura	-28.387	-49.552	Brazil	Southern	10	-20	-25	-30	10	Americas	-23.88
IQHLM135-06	BOLD:AAA8333	Anura	0.9388	127.517	Indonesia	Northern	7	10	5	0	7	Asia	7.756
MYARA259-17	BOLD:ADG3122	Anura	17.0403	96.0975	Myanmar	Northern	6	20	15	10	6	Asia	12.4342
WAMAM203-10	BOLD:AAU0860	Anura	-17.828	124.265	Australia	Southern	9	-10	-15	-20	9	Oceania	-15.5944
WAMID155-10	BOLD:AAT9575	Anura	-8.7083	118.792	Indonesia	Southern	8	0	-5	-10	8	Asia	-5.04883
AMPSA116-12	BOLD:ACA5747	Anura	-33.281	24.379	South Africa	Southern	11	-30	-35	-40	11	Africa	-33.6166
