processid	bin_uri	order_name	lat	lon	country	hemisphere	lat_bin	lat_max	lat_mid	lat_min	lat_band	continent
DBAFI289-13	BOLD:ACF8210	Anura	-23.345	-45.136	Brazil	Southern	10	-20	-25	-30	10	Americas
GBAP2422-13	BOLD:AAF4233	Anura	40.365	-3.65163	Spain	Northern	3	50	45	40	3	Europe
GBAP2441-13	BOLD:AAF4233	Anura	40.365	-3.65163	Spain	Northern	3	50	45	40	3	Europe
GBMND61770-21	BOLD:ACF9126	Anura	-14.5099	-41.0671	Brazil	Southern	9	-10	-15	-20	9	Americas
WAF038-15	BOLD:ACY1808	Anura	6.24246	-0.5571	Ghana	Northern	7	10	5	0	7	Africa
WAMAL160-10	BOLD:AAT9134	Anura	-32.8333	115.65	Australia	Southern	11	-30	-35	-40	11	Oceania
ABR040-13	BOLD:ACJ9922	Anura	8.892	-78.562	Panama	Northern	7	10	5	0	7	Americas
ABR054-13	BOLD:AAA5632	Anura	8.901	-78.57	Panama	Northern	7	10	5	0	7	Americas
BSECO348-11	BOLD:AAT9778	Anura	7.041	-72.985	Colombia	Northern	7	10	5	0	7	Americas
GBAP1847-13	BOLD:ACH2793	Anura	-19.0416	46.6849	Madagascar	Southern	9	-10	-15	-20	9	Africa
GBAP20457-19	BOLD:AAE6666	Anura	30.3766	-98.0421	United States	Northern	4	40	35	30	4	Americas
GBAP2371-13	BOLD:AAF4233	Anura	40.365	-3.65163	Spain	Northern	3	50	45	40	3	Europe
GBAP5115-15	BOLD:ACS5262	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia
GBAP5226-15	BOLD:ACS5262	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia
GBCOC3256-23	BOLD:AEL3912	Anura	33.2576	104.249	China	Northern	4	40	35	30	4	Asia
GBMAB2179-15	BOLD:ACW1101	Anura	-19.0416	46.6849	Madagascar	Southern	9	-10	-15	-20	9	Africa
GBMIN92943-17	BOLD:ADD4511	Anura	29.919	78.126	India	Northern	5	30	25	20	5	Asia
GBMNB2355-20	BOLD:ACF9137	Anura	-23.8496	-45.3665	Brazil	Southern	10	-20	-25	-30	10	Americas
GBMND61328-21	BOLD:ACG2163	Anura	-8.73309	-42.4955	Brazil	Southern	8	0	-5	-10	8	Americas
GBMND682-21	BOLD:ACA3497	Anura	-20.2854	-42.9556	Brazil	Southern	10	-20	-25	-30	10	Americas
GBMND686-21	BOLD:ACA3497	Anura	-20.2854	-42.9556	Brazil	Southern	10	-20	-25	-30	10	Americas
GBMND936-21	BOLD:ABY6883	Anura	-12.7531	-47.7591	Brazil	Southern	9	-10	-15	-20	9	Americas
LIN156-06	BOLD:AAA3768	Anura	1.56675	125.166	Indonesia	Northern	7	10	5	0	7	Asia
MYARA128-17	BOLD:ADG2131	Anura	12.4039	99.1311	Myanmar	Northern	6	20	15	10	6	Asia
NPAMV044-08	BOLD:AAC3625	Anura	11.462	107.346	Vietnam	Northern	6	20	15	10	6	Asia
TPZAN147-18	BOLD:AAX0674	Anura	23.9256	120.884	Taiwan	Northern	5	30	25	20	5	Asia
WAMAM697-10	BOLD:AAM2405	Anura	-14.8641	125.71	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAM756-10	BOLD:AAM1449	Anura	-34.975	117.65	Australia	Southern	11	-30	-35	-40	11	Oceania
ASCRA171-08	BOLD:AAA7514	Anura	44.506	-76.435	Canada	Northern	3	50	45	40	3	Americas
DBABA637-12	BOLD:ACA3587	Anura	-28.49	-49.45	Brazil	Southern	10	-20	-25	-30	10	Americas
GBAP12413-19	BOLD:AAD9252	Anura	36.4024	127.762	South Korea	Northern	4	40	35	30	4	Asia
GBAP2421-13	BOLD:AAF4233	Anura	40.365	-3.65163	Spain	Northern	3	50	45	40	3	Europe
GBCOC2356-23	BOLD:ACH5614	Anura	35.2514	112.117	China	Northern	4	40	35	30	4	Asia
GBMIN91879-17	BOLD:ADK3682	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia
GBMNB2343-20	BOLD:ACF9137	Anura	-23.3986	-45.8659	Brazil	Southern	10	-20	-25	-30	10	Americas
GBMND1131-21	BOLD:ABY6883	Anura	-6.07414	-35.178	Brazil	Southern	8	0	-5	-10	8	Americas
GBMND1176-21	BOLD:ABY6883	Anura	-8.04026	-35.196	Brazil	Southern	8	0	-5	-10	8	Americas
HJAPI010-14	BOLD:ACG9846	Anura	-22.903	-46.825	Brazil	Southern	10	-20	-25	-30	10	Americas
MYARA255-17	BOLD:ADG3054	Anura	20.0594	94.5942	Myanmar	Northern	5	30	25	20	5	Asia
WAFRA027-14	BOLD:ACM4600	Anura	-3.078	10.428	Gabon	Southern	8	0	-5	-10	8	Africa
WAFRA373-14	BOLD:ACM4236	Anura	-2.829	10.216	Gabon	Southern	8	0	-5	-10	8	Africa
ABAAP086-08	BOLD:AAB9951	Anura	53.323	121.389	Russia	Northern	2	60	55	50	2	Europe
BSAMP592-08	BOLD:AAA7558	Anura	9.217	-79.422	Panama	Northern	7	10	5	0	7	Americas
BSAMP765-09	BOLD:AAA9683	Anura	7.722	-77.656	Panama	Northern	7	10	5	0	7	Americas
GBAP4042-13	BOLD:ACI1143	Anura	2.6381	-76.915	Colombia	Northern	7	10	5	0	7	Americas
GBAP5431-15	BOLD:ACB3504	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia
GBCOC15986-23	BOLD:ACC6013	Anura	-2.92841	-59.974	Brazil	Southern	8	0	-5	-10	8	Americas
GBCOC3044-23	BOLD:AAB7344	Anura	33.8931	95.3097	China	Northern	4	40	35	30	4	Asia
GBMIN92767-17	BOLD:ACD2618	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia
GBMIN92843-17	BOLD:ACD2618	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia
GBMNA14003-19	BOLD:ACH7100	Anura	36.7674	137.469	Japan	Northern	4	40	35	30	4	Asia
GBMNB2370-20	BOLD:ACF9137	Anura	-23.1986	-46.3496	Brazil	Southern	10	-20	-25	-30	10	Americas
GBMNC76084-20	BOLD:ACH9750	Anura	-43.1053	-73.6956	Chile	Southern	12	-40	-45	-50	12	Americas
GBMND1036-21	BOLD:ABY6883	Anura	-2.95897	-48.8353	Brazil	Southern	8	0	-5	-10	8	Americas
GBMND1142-21	BOLD:ABY6883	Anura	-6.56757	-37.2855	Brazil	Southern	8	0	-5	-10	8	Americas
GBMND895-21	BOLD:ABY6883	Anura	-11.0169	-44.5059	Brazil	Southern	9	-10	-15	-20	9	Americas
GBMND947-21	BOLD:ABY6883	Anura	-13.0126	-41.3693	Brazil	Southern	9	-10	-15	-20	9	Americas
IMSAM153-09	BOLD:AAD2552	Anura	31.8014	-8.14861	Morocco	Northern	4	40	35	30	4	Africa
MYARA122-17	BOLD:ADG2131	Anura	12.4039	99.1311	Myanmar	Northern	6	20	15	10	6	Asia
WAFRA457-14	BOLD:ACM4562	Anura	-2.4922	13.7431	Republic of the Congo	Southern	8	0	-5	-10	8	Africa
WAMAL248-10	BOLD:AAT9366	Anura	-29.3638	119.6	Australia	Southern	10	-20	-25	-30	10	Oceania
GBAP11713-19	BOLD:AEH6057	Anura	4.18775	-72.6445	Colombia	Northern	7	10	5	0	7	Americas
GBAP11790-19	BOLD:ACV3392	Anura	-11.5246	-54.3552	Brazil	Southern	9	-10	-15	-20	9	Americas
GBAP12097-19	BOLD:ACC6298	Anura	-11.5246	-54.3552	Brazil	Southern	9	-10	-15	-20	9	Americas
BSACU010-11	BOLD:AAU0046	Anura	21.7	-82.978	Cuba	Northern	5	30	25	20	5	Americas
GBAP14505-19	BOLD:AEH8404	Anura	38.8208	-96.3316	United States	Northern	4	40	35	30	4	Americas
GBAP1581-12	BOLD:ACB3572	Anura	23.5863	81.173	India	Northern	5	30	25	20	5	Asia
GBMIN92072-17	BOLD:AAU3905	Anura	14.619	121.331	Philippines	Northern	6	20	15	10	6	Asia
GBMND883-21	BOLD:ABY6883	Anura	-10.267	-40.1989	Brazil	Southern	9	-10	-15	-20	9	Americas
DBABA510-12	BOLD:ACA3566	Anura	-7.65	-72.657	Brazil	Southern	8	0	-5	-10	8	Americas
GBAP20390-19	BOLD:AAE6666	Anura	29.9772	-97.8984	United States	Northern	5	30	25	20	5	Americas
GBAP20446-19	BOLD:AAE6666	Anura	30.2837	-97.7801	United States	Northern	4	40	35	30	4	Americas
GBAP3933-13	BOLD:ACG9732	Anura	4.68212	-58.9135	Guyana	Northern	7	10	5	0	7	Americas
GBAP5235-15	BOLD:ACB3504	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia
GBCOC15117-23	BOLD:AAB7344	Anura	28.4103	99.2964	China	Northern	5	30	25	20	5	Asia
GBCOC2340-23	BOLD:ADC9938	Anura	35.6288	113.607	China	Northern	4	40	35	30	4	Asia
GBMIN92950-17	BOLD:ADJ5861	Anura	-1.56427	-78.463	Ecuador	Southern	8	0	-5	-10	8	Americas
GBMNB2368-20	BOLD:ACF9137	Anura	-23.1986	-46.3496	Brazil	Southern	10	-20	-25	-30	10	Americas
GBMNB2388-20	BOLD:AEF4984	Anura	-22.9421	-43.893	Brazil	Southern	10	-20	-25	-30	10	Americas
GBMNC75926-20	BOLD:AEG6427	Anura	-11.5246	-54.3552	Brazil	Southern	9	-10	-15	-20	9	Americas
GBMND61324-21	BOLD:ACG2163	Anura	-13.0547	-41.074	Brazil	Southern	9	-10	-15	-20	9	Americas
IQHLM183-06	BOLD:AAA8333	Anura	1.3667	128.3	Indonesia	Northern	7	10	5	0	7	Asia
VTCOL097-18	BOLD:AAB9718	Anura	42.8938	-80.1834	Canada	Northern	3	50	45	40	3	Americas
WAFRA181-14	BOLD:ACM4028	Anura	-3.091	10.439	Gabon	Southern	8	0	-5	-10	8	Africa
WAMAL518-10	BOLD:AAT9366	Anura	-29.6	117.4	Australia	Southern	10	-20	-25	-30	10	Oceania
BSAMP915-09	BOLD:AAA6462	Anura	7.756	-77.684	Panama	Northern	7	10	5	0	7	Americas
DBABA553-12	BOLD:ACA3470	Anura	-24.026	-46.281	Brazil	Southern	10	-20	-25	-30	10	Americas
DBABA687-12	BOLD:ACA3812	Anura	-23.579	-45.274	Brazil	Southern	10	-20	-25	-30	10	Americas
GBAAW83578-24	BOLD:AAE9581	Anura	2.99	-76.4	Colombia	Northern	7	10	5	0	7	Americas
GBAP12327-19	BOLD:ACA4344	Anura	-8.52272	-74.1142	Peru	Southern	8	0	-5	-10	8	Americas
GBAP14561-19	BOLD:AEH6381	Anura	-19.0416	46.6849	Madagascar	Southern	9	-10	-15	-20	9	Africa
GBAP20488-19	BOLD:AAE6666	Anura	30.2542	-97.9392	United States	Northern	4	40	35	30	4	Americas
GBAP4944-15	BOLD:ACB3504	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia
GBCOC17573-23	BOLD:AFT7058	Anura	24.83	92.804	India	Northern	5	30	25	20	5	Asia
GBMIN91921-17	BOLD:ADF8776	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia
GBMIN92071-17	BOLD:AAU3905	Anura	14.652	121.455	Philippines	Northern	6	20	15	10	6	Asia
GBMIN92288-17	BOLD:ADJ9833	Anura	-13.255	-71.52	Peru	Southern	9	-10	-15	-20	9	Americas
GBMNC75978-20	BOLD:ACH9750	Anura	-35.9928	-72.5258	Chile	Southern	11	-30	-35	-40	11	Americas
GBMNC76493-20	BOLD:AAD5289	Anura	26.9	107.66	China	Northern	5	30	25	20	5	Asia
GBMND61320-21	BOLD:ACG2163	Anura	-16.9601	-42.0452	Brazil	Southern	9	-10	-15	-20	9	Americas
GBMND61751-21	BOLD:ACF9126	Anura	-7.23975	-41.9318	Brazil	Southern	8	0	-5	-10	8	Americas
GBMND831-21	BOLD:ACA3750	Anura	-28.153	-54.761	Brazil	Southern	10	-20	-25	-30	10	Americas
IMSAM416-09	BOLD:AAA3242	Anura	36.413	4.09251	Algeria	Northern	4	40	35	30	4	Africa
NPAMV028-08	BOLD:AAB9479	Anura	11.424	107.419	Vietnam	Northern	6	20	15	10	6	Asia
RNOCF397-17	BOLD:ADH8938	Anura	-21.264	47.4183	Madagascar	Southern	10	-20	-25	-30	10	Africa
TPZAN187-18	BOLD:ADL3947	Anura	35.3257	136.042	Japan	Northern	4	40	35	30	4	Asia
WAFRA023-14	BOLD:AAH0940	Anura	-3.088	10.428	Gabon	Southern	8	0	-5	-10	8	Africa
ABR041-13	BOLD:AAA5634	Anura	8.892	-78.561	Panama	Northern	7	10	5	0	7	Americas
AMPAS048-05	BOLD:AAA3971	Anura	42.8758	-78.9984	Canada	Northern	3	50	45	40	3	Americas
BSAMP079-07	BOLD:AAB3745	Anura	8.667	-80.592	Panama	Northern	7	10	5	0	7	Americas
GBAP11705-19	BOLD:AEH6458	Anura	1.72668	-75.6683	Colombia	Northern	7	10	5	0	7	Americas
GBAP14571-19	BOLD:AEH3833	Anura	-19.0416	46.6849	Madagascar	Southern	9	-10	-15	-20	9	Africa
GBAP1848-13	BOLD:ACH2619	Anura	-19.0416	46.6849	Madagascar	Southern	9	-10	-15	-20	9	Africa
GBAP20458-19	BOLD:AAE6666	Anura	30.3766	-98.0421	United States	Northern	4	40	35	30	4	Americas
GBAP2409-13	BOLD:AAF4233	Anura	40.365	-3.65163	Spain	Northern	3	50	45	40	3	Europe
GBAP3301-13	BOLD:ACI0809	Anura	-11.5246	-54.3552	Brazil	Southern	9	-10	-15	-20	9	Americas
GBAP3649-13	BOLD:ACC5868	Anura	-0.0315	-76.3211	Ecuador	Southern	8	0	-5	-10	8	Americas
GBAP4067-13	BOLD:ACI1145	Anura	3.4289	-76.6592	Colombia	Northern	7	10	5	0	7	Americas
GBAP4921-15	BOLD:ACB3504	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia
GBAP4991-15	BOLD:ACB3504	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia
GBAP5094-15	BOLD:ACS5262	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia
GBMND1008-21	BOLD:ABY6883	Anura	-17.1745	-46.9118	Brazil	Southern	9	-10	-15	-20	9	Americas
GBMND1022-21	BOLD:ABY6883	Anura	-18.9881	-56.6191	Brazil	Southern	9	-10	-15	-20	9	Americas
GBMND1076-21	BOLD:ABY6883	Anura	-24.921	-57.667	Paraguay	Southern	10	-20	-25	-30	10	Americas
GBMND766-21	BOLD:ACA3747	Anura	-21.8361	-46.5315	Brazil	Southern	10	-20	-25	-30	10	Americas
GBMND779-21	BOLD:ACA3747	Anura	-23.281	-46.208	Brazil	Southern	10	-20	-25	-30	10	Americas
GBMND786-21	BOLD:ACA3747	Anura	-23.832	-47.713	Brazil	Southern	10	-20	-25	-30	10	Americas
GBMND806-21	BOLD:ACA3750	Anura	-27.0877	-54.9522	Argentina	Southern	10	-20	-25	-30	10	Americas
GBMND842-21	BOLD:ACA3750	Anura	-29.4666	-60.2333	Argentina	Southern	10	-20	-25	-30	10	Americas
GBMNE66373-22	BOLD:AAM2274	Anura	-14.82	125.72	Australia	Southern	9	-10	-15	-20	9	Oceania
GBMNE66391-22	BOLD:AAM5238	Anura	-15.63	128.67	Australia	Southern	9	-10	-15	-20	9	Oceania
IQHLM223-06	BOLD:AAX5325	Anura	0.8072	127.682	Indonesia	Northern	7	10	5	0	7	Asia
LIN173-06	BOLD:AAA6596	Anura	-1.44883	119.995	Indonesia	Southern	8	0	-5	-10	8	Asia
MJNV069-24	BOLD:AAI7867	Anura	5.54044	-74.5125	Colombia	Northern	7	10	5	0	7	Americas
WAFRA289-14	BOLD:ACM4516	Anura	1.0769	17.2997	Republic of the Congo	Northern	7	10	5	0	7	Africa
BSAMP641-08	BOLD:AAB5895	Anura	9.228	-79.419	Panama	Northern	7	10	5	0	7	Americas
DBABA445-12	BOLD:ACA3636	Anura	-25.137	-47.969	Brazil	Southern	10	-20	-25	-30	10	Americas
EANAA253-12	BOLD:ACA1651	Anura	38.028	-122.788	United States	Northern	4	40	35	30	4	Americas
GBAP12368-19	BOLD:ACC6241	Anura	-1.56427	-78.463	Ecuador	Southern	8	0	-5	-10	8	Americas
GBAP20189-19	BOLD:AEB0172	Anura	8.678	-82.21	Panama	Northern	7	10	5	0	7	Americas
GBAP3658-13	BOLD:ACH9717	Anura	-1.6285	-77.9072	Ecuador	Southern	8	0	-5	-10	8	Americas
GBCOC19015-23	BOLD:AFS2243	Anura	-3.06211	-60.75	Brazil	Southern	8	0	-5	-10	8	Americas
GBCOC3177-23	BOLD:ACB3869	Anura	34.0827	102.626	China	Northern	4	40	35	30	4	Asia
GBMIN91942-17	BOLD:ACT2222	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia
GBMIN92100-17	BOLD:ADP2419	Anura	31.2	-89.22	United States	Northern	4	40	35	30	4	Americas
GBMNB2307-20	BOLD:AED5708	Anura	-24.0986	-45.6941	Brazil	Southern	10	-20	-25	-30	10	Americas
GBMNC75396-20	BOLD:ACC5943	Anura	5.90125	-61.4414	Venezuela	Northern	7	10	5	0	7	Americas
GBMNC75497-20	BOLD:AAD9252	Anura	36.4024	127.762	South Korea	Northern	4	40	35	30	4	Asia
GBMNC76489-20	BOLD:AAD5289	Anura	26.19	108.13	China	Northern	5	30	25	20	5	Asia
GBMND1214-21	BOLD:ACA3748	Anura	-24.562	-48.6705	Brazil	Southern	10	-20	-25	-30	10	Americas
GBMND1229-21	BOLD:ACA3748	Anura	-27.8991	-48.9114	Brazil	Southern	10	-20	-25	-30	10	Americas
GBMND1283-21	BOLD:ACA4464	Anura	-16.909	-42.064	Brazil	Southern	9	-10	-15	-20	9	Americas
GBMND585-21	BOLD:AEH3623	Anura	-9.41442	-64.4296	Brazil	Southern	8	0	-5	-10	8	Americas
GBMND586-21	BOLD:AEH6398	Anura	-4.33333	-58.1333	Brazil	Southern	8	0	-5	-10	8	Americas
GBMND669-21	BOLD:ACA3497	Anura	-17.345	-39.231	Brazil	Southern	9	-10	-15	-20	9	Americas
GBMND761-21	BOLD:ACA3747	Anura	-20.2538	-47.4549	Brazil	Southern	10	-20	-25	-30	10	Americas
GBMND793-21	BOLD:ACA3747	Anura	-25.2527	-50.0142	Brazil	Southern	10	-20	-25	-30	10	Americas
AMPAS099-05	BOLD:AAA3971	Anura	43.4541	-80.2435	Canada	Northern	3	50	45	40	3	Americas
GBAP11896-19	BOLD:ACV3392	Anura	-11.5246	-54.3552	Brazil	Southern	9	-10	-15	-20	9	Americas
GBAP12358-19	BOLD:ACC6241	Anura	-1.56427	-78.463	Ecuador	Southern	8	0	-5	-10	8	Americas
GBAP5237-15	BOLD:ACB3504	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia
GBAP5453-15	BOLD:ACS5262	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia
GBCOC19234-23	BOLD:AFT8401	Anura	24.932	92.746	India	Northern	5	30	25	20	5	Asia
GBCOC3042-23	BOLD:AEL3912	Anura	35.1155	101.465	China	Northern	4	40	35	30	4	Asia
GBMIN91923-17	BOLD:ADJ8163	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia
GBMNB2280-20	BOLD:AED2150	Anura	-23.5569	-46.0998	Brazil	Southern	10	-20	-25	-30	10	Americas
GBMNC75331-20	BOLD:ACF3174	Anura	4.68212	-58.9135	Guyana	Northern	7	10	5	0	7	Americas
GBMND1002-21	BOLD:ABY6883	Anura	-16.436	-39.9944	Brazil	Southern	9	-10	-15	-20	9	Americas
GBMND1092-21	BOLD:ABY6883	Anura	-28.5352	-57.1814	Argentina	Southern	10	-20	-25	-30	10	Americas
GBMND1280-21	BOLD:ACA4464	Anura	-14.4373	-39.9073	Brazil	Southern	9	-10	-15	-20	9	Americas
GBMND61757-21	BOLD:ACF9126	Anura	-4.11233	-41.6976	Brazil	Southern	8	0	-5	-10	8	Americas
GBMND61765-21	BOLD:ACF9126	Anura	-6.57865	-37.2557	Brazil	Southern	8	0	-5	-10	8	Americas
GBMNE66404-22	BOLD:AAM1938	Anura	-15.35	124.53	Australia	Southern	9	-10	-15	-20	9	Oceania
TPZAN160-18	BOLD:AAE4079	Anura	24.0697	120.75	Taiwan	Northern	5	30	25	20	5	Asia
WAMAM934-10	BOLD:AAM1794	Anura	-34.7333	117.633	Australia	Southern	11	-30	-35	-40	11	Oceania
BSACU100-11	BOLD:AAT9115	Anura	20.359	-75.163	Cuba	Northern	5	30	25	20	5	Americas
BSECO095-11	BOLD:ABA0385	Anura	4.773	-73.038	Colombia	Northern	7	10	5	0	7	Americas
GBAP1841-13	BOLD:ACH2982	Anura	-19.0416	46.6849	Madagascar	Southern	9	-10	-15	-20	9	Africa
GBAP4376-13	BOLD:ACI1285	Anura	-19.0416	46.6849	Madagascar	Southern	9	-10	-15	-20	9	Africa
GBAP5419-15	BOLD:ACB3504	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia
GBMND1057-21	BOLD:ABY6883	Anura	-22.5353	-59.8365	Paraguay	Southern	10	-20	-25	-30	10	Americas
GBMND61322-21	BOLD:ACG2163	Anura	-14.5099	-41.0671	Brazil	Southern	9	-10	-15	-20	9	Americas
GBAP1882-13	BOLD:ACH3659	Anura	-19.0416	46.6849	Madagascar	Southern	9	-10	-15	-20	9	Africa
GBAP864-09	BOLD:AAA5395	Anura	0.8806	128.283	Indonesia	Northern	7	10	5	0	7	Asia
GBCOC2371-23	BOLD:ADC9938	Anura	35.6288	113.607	China	Northern	4	40	35	30	4	Asia
GBMND1044-21	BOLD:ABY6883	Anura	-20.4508	-55.6219	Brazil	Southern	10	-20	-25	-30	10	Americas
GBMND1261-21	BOLD:ACA4464	Anura	-12.5525	-41.3828	Brazil	Southern	9	-10	-15	-20	9	Americas
GBMND41270-21	BOLD:ACH2989	Anura	-19.0416	46.6849	Madagascar	Southern	9	-10	-15	-20	9	Africa
HERNO011-18	BOLD:AAC2139	Anura	59.9125	10.9348	Norway	Northern	2	60	55	50	2	Europe
BSECO270-11	BOLD:ABU5671	Anura	5.294	-72.706	Colombia	Northern	7	10	5	0	7	Americas
GBMNC75515-20	BOLD:AAD9252	Anura	36.4024	127.762	South Korea	Northern	4	40	35	30	4	Asia
GBMNF3560-22	BOLD:ADB2478	Anura	-13.1948	-70.1324	Peru	Southern	9	-10	-15	-20	9	Americas
WAMAM764-10	BOLD:AAM1449	Anura	-34.6416	117.967	Australia	Southern	11	-30	-35	-40	11	Oceania
DBABA334-12	BOLD:ACA3820	Anura	-23.369	-44.833	Brazil	Southern	10	-20	-25	-30	10	Americas
DBAFI259-13	BOLD:ACJ0456	Anura	-22.69	-45.474	Brazil	Southern	10	-20	-25	-30	10	Americas
GBCOC13879-23	BOLD:AFS7569	Anura	19.13	103.78	Laos	Northern	6	20	15	10	6	Asia
GBMIN92698-17	BOLD:ACA3404	Anura	-11.5246	-54.3552	Brazil	Southern	9	-10	-15	-20	9	Americas
GBMIN93295-17	BOLD:ACA5640	Anura	-1.56427	-78.463	Ecuador	Southern	8	0	-5	-10	8	Americas
GBMNA13974-19	BOLD:AAF5022	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia
GBMNC75904-20	BOLD:AEG1331	Anura	-11.5246	-54.3552	Brazil	Southern	9	-10	-15	-20	9	Americas
GBMNC75987-20	BOLD:ACH9750	Anura	-37.7886	-72.9922	Chile	Southern	11	-30	-35	-40	11	Americas
GBMNC76014-20	BOLD:ACH9750	Anura	-40.1403	-73.4178	Chile	Southern	12	-40	-45	-50	12	Americas
GBMND1001-21	BOLD:ABY6883	Anura	-16.436	-39.9944	Brazil	Southern	9	-10	-15	-20	9	Americas
GBMND1233-21	BOLD:ACA3748	Anura	-28.3986	-49.5043	Brazil	Southern	10	-20	-25	-30	10	Americas
GBMND1258-21	BOLD:ACA4464	Anura	-12.282	-38.992	Brazil	Southern	9	-10	-15	-20	9	Americas
GBMND61338-21	BOLD:ACG2163	Anura	-15.1867	-41.9609	Brazil	Southern	9	-10	-15	-20	9	Americas
GBMND822-21	BOLD:ACA3750	Anura	-27.6333	-56.1416	Argentina	Southern	10	-20	-25	-30	10	Americas
GBMND890-21	BOLD:ABY6883	Anura	-10.9858	-48.5606	Brazil	Southern	9	-10	-15	-20	9	Americas
MYARA052-17	BOLD:ADG3321	Anura	12.4344	99.1442	Myanmar	Northern	6	20	15	10	6	Asia
MYARA260-17	BOLD:ADG3667	Anura	17.0403	96.0975	Myanmar	Northern	6	20	15	10	6	Asia
WAFRA131-14	BOLD:ACM4023	Anura	-3.076	10.425	Gabon	Southern	8	0	-5	-10	8	Africa
WAMID119-10	BOLD:AAI1316	Anura	-8.8	117.367	Indonesia	Southern	8	0	-5	-10	8	Asia
GBCOC3190-23	BOLD:ACB3869	Anura	35.1359	103.142	China	Northern	4	40	35	30	4	Asia
GBMNC76088-20	BOLD:ACH9750	Anura	-42.1039	-73.87	Chile	Southern	12	-40	-45	-50	12	Americas
GBAP11714-19	BOLD:AEH8211	Anura	4.68212	-58.9135	Guyana	Northern	7	10	5	0	7	Americas
GBAP12534-19	BOLD:ACI0945	Anura	-38.3773	-73.89	Chile	Southern	11	-30	-35	-40	11	Americas
FBHER183-10	BOLD:AAM0090	Anura	47.854	12.924	Germany	Northern	3	50	45	40	3	Europe
GBAP20399-19	BOLD:ADV5802	Anura	32.5332	-96.488	United States	Northern	4	40	35	30	4	Americas
GBAP5592-15	BOLD:ACV8176	Anura	-19.0416	46.6849	Madagascar	Southern	9	-10	-15	-20	9	Africa
GBMIN92093-17	BOLD:ADK2631	Anura	31.2	-89.22	United States	Northern	4	40	35	30	4	Americas
GBMNA13965-19	BOLD:ACH9128	Anura	36.4024	127.762	South Korea	Northern	4	40	35	30	4	Asia
GBMNB2279-20	BOLD:ACA3669	Anura	-23.8417	-46.3966	Brazil	Southern	10	-20	-25	-30	10	Americas
GBMNC75996-20	BOLD:ACH9750	Anura	-40.5631	-73.7317	Chile	Southern	12	-40	-45	-50	12	Americas
GBMND61785-21	BOLD:ACF9126	Anura	-16.132	-42.2861	Brazil	Southern	9	-10	-15	-20	9	Americas
GBMND699-21	BOLD:ACA3497	Anura	-21.3731	-42.7232	Brazil	Southern	10	-20	-25	-30	10	Americas
GBMND872-21	BOLD:ACA3750	Anura	-34.8513	-54.9392	Uruguay	Southern	11	-30	-35	-40	11	Americas
GBMND919-21	BOLD:ABY6883	Anura	-12.3023	-37.8387	Brazil	Southern	9	-10	-15	-20	9	Americas
GBMNE66866-22	BOLD:AAI2209	Anura	29.557	103.352	China	Northern	5	30	25	20	5	Asia
RNOCF388-17	BOLD:ADI0918	Anura	-21.264	47.4183	Madagascar	Southern	10	-20	-25	-30	10	Africa
WAMIB022-10	BOLD:AAC9768	Anura	-8.2	114.967	Indonesia	Southern	8	0	-5	-10	8	Asia
GBAP12091-19	BOLD:ACC6404	Anura	-11.5246	-54.3552	Brazil	Southern	9	-10	-15	-20	9	Americas
GBAP2055-13	BOLD:AAL6095	Anura	42.982	12.7637	Italy	Northern	3	50	45	40	3	Europe
GBAP4027-13	BOLD:ACI1143	Anura	2.6464	-76.9086	Colombia	Northern	7	10	5	0	7	Americas
GBMIN92690-17	BOLD:ACA3713	Anura	-11.5246	-54.3552	Brazil	Southern	9	-10	-15	-20	9	Americas
GBMND1045-21	BOLD:ABY6883	Anura	-20.4957	-54.4869	Brazil	Southern	10	-20	-25	-30	10	Americas
GBMND830-21	BOLD:ACA3747	Anura	-28.088	-55.7472	Argentina	Southern	10	-20	-25	-30	10	Americas
OSTEO050-14	BOLD:ACM7260	Anura	-15.892	-52.263	Brazil	Southern	9	-10	-15	-20	9	Americas
WAFRA434-14	BOLD:ACM4198	Anura	-2.5477	13.5245	Republic of the Congo	Southern	8	0	-5	-10	8	Africa
