processid	bin_uri	order_name	lat	lon	country	hemisphere	lat_bin	lat_max	lat_mid	lat_min	lat_band	continent
ABR1150-13	BOLD:ADJ0723	Anura	9.316	-79.006	Panama	Northern	7	10	5	0	7	Americas
BSECO045-11	BOLD:ABU5979	Anura	4.773	-73.037	Colombia	Northern	7	10	5	0	7	Americas
DBNGF346-10	BOLD:AAZ4256	Anura	-5.73131	145.275	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania
GBAP11788-19	BOLD:ACV3392	Anura	-11.5246	-54.3552	Brazil	Southern	9	-10	-15	-20	9	Americas
GBAP2240-13	BOLD:AAN3045	Anura	52.0685	19.4357	Poland	Northern	2	60	55	50	2	Europe
GBAP4448-13	BOLD:ACH2790	Anura	-19.0416	46.6849	Madagascar	Southern	9	-10	-15	-20	9	Africa
GBAP5029-15	BOLD:ACS5262	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia
GBMND41263-21	BOLD:ADN6283	Anura	-3.33664	133.825	Indonesia	Southern	8	0	-5	-10	8	Asia
GBMND61339-21	BOLD:ACG2163	Anura	-15.1867	-41.9609	Brazil	Southern	9	-10	-15	-20	9	Americas
GBMND61740-21	BOLD:ACF9126	Anura	-12.5299	-41.5751	Brazil	Southern	9	-10	-15	-20	9	Americas
GBMND689-21	BOLD:ACA3497	Anura	-20.5905	-41.2487	Brazil	Southern	10	-20	-25	-30	10	Americas
GBMND707-21	BOLD:ACA3497	Anura	-22.3201	-42.8201	Brazil	Southern	10	-20	-25	-30	10	Americas
GBMND773-21	BOLD:ACA3747	Anura	-22.5957	-45.2298	Brazil	Southern	10	-20	-25	-30	10	Americas
GBMND777-21	BOLD:ACA3747	Anura	-22.6142	-50.3873	Brazil	Southern	10	-20	-25	-30	10	Americas
GBMNE66276-22	BOLD:AAC9768	Anura	11.1	79.675	India	Northern	6	20	15	10	6	Asia
IMSAM092-09	BOLD:AAA9093	Anura	31.2914	-7.38056	Morocco	Northern	4	40	35	30	4	Africa
IMSAM199-09	BOLD:AAB4483	Anura	40.9542	-3.78397	Spain	Northern	3	50	45	40	3	Europe
IMSAM522-12	BOLD:AAJ5322	Anura	38.9946	-6.34081	Spain	Northern	4	40	35	30	4	Europe
IMSAM598-12	BOLD:ABY1472	Anura	42.006100000000004	-4.71025	Spain	Northern	3	50	45	40	3	Europe
IMSAM601-12	BOLD:ACB5279	Anura	40.1962	-8.64191	Portugal	Northern	3	50	45	40	3	Europe
JSRAC423-07	BOLD:AAA5418	Anura	50.183	-98.383	Canada	Northern	2	60	55	50	2	Americas
JSRAC624-07	BOLD:AAA3972	Anura	39.95	-87.4	United States	Northern	4	40	35	30	4	Americas
LIN274-06	BOLD:AAA6596	Anura	-2.5815	119.119	Indonesia	Southern	8	0	-5	-10	8	Asia
WAFRA126-14	BOLD:ACM4513	Anura	-3.108	10.454	Gabon	Southern	8	0	-5	-10	8	Africa
WAMAM513-10	BOLD:AAM1794	Anura	-34.1667	115.767	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM723-10	BOLD:AAM1449	Anura	-32.3833	119.75	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMID217-10	BOLD:AAT9082	Anura	-10.1333	124.283	Indonesia	Southern	9	-10	-15	-20	9	Asia
ABHMN002-09	BOLD:AAD9252	Anura	50.032	106.071	Mongolia	Northern	2	60	55	50	2	Asia
ABHMN003-09	BOLD:AAB9951	Anura	48.302	106.503	Mongolia	Northern	3	50	45	40	3	Asia
AMPSA002-12	BOLD:ABX1879	Anura	-12.2395	25.3429	Zambia	Southern	9	-10	-15	-20	9	Africa
AMPSA004-12	BOLD:ABX1944	Anura	-12.237	25.3457	Zambia	Southern	9	-10	-15	-20	9	Africa
AMPSA024-12	BOLD:ABX1848	Anura	-9.36256	30.1237	Zambia	Southern	8	0	-5	-10	8	Africa
AMPSA028-12	BOLD:ABX1832	Anura	-15.6032	28.2643	Zambia	Southern	9	-10	-15	-20	9	Africa
AMPSA033-12	BOLD:ABX2311	Anura	-15.6032	28.2643	Zambia	Southern	9	-10	-15	-20	9	Africa
AMPSA039-12	BOLD:ABX1914	Anura	-13.129	34.2344	Malawi	Southern	9	-10	-15	-20	9	Africa
GBAP5445-15	BOLD:ACB3504	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia
GBMIN92191-17	BOLD:ACF7083	Anura	-11.5246	-54.3552	Brazil	Southern	9	-10	-15	-20	9	Americas
GBMIN92206-17	BOLD:ADJ7821	Anura	-11.5246	-54.3552	Brazil	Southern	9	-10	-15	-20	9	Americas
GBMNC76046-20	BOLD:ACH9750	Anura	-43.9394	-72.3636	Chile	Southern	12	-40	-45	-50	12	Americas
GBMND1068-21	BOLD:ABY6883	Anura	-24.5855	-60.7724	Argentina	Southern	10	-20	-25	-30	10	Americas
GBMND1184-21	BOLD:ABY6883	Anura	-9.162	-40.912	Brazil	Southern	8	0	-5	-10	8	Americas
GBMND782-21	BOLD:ACA3747	Anura	-23.6124	-48.5333	Brazil	Southern	10	-20	-25	-30	10	Americas
GBMND987-21	BOLD:ABY6883	Anura	-15.3979	-39.522	Brazil	Southern	9	-10	-15	-20	9	Americas
GBMNE66447-22	BOLD:AAM1938	Anura	-15.99	125.33	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAL004-10	BOLD:AAT9165	Anura	-14.9975	125.008	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAM1102-10	BOLD:AAM1794	Anura	-34.7333	117.633	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM1128-10	BOLD:AAM1794	Anura	-34.7333	117.633	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM1132-10	BOLD:AAM1794	Anura	-34.1166	115.75	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM405-10	BOLD:AAM1490	Anura	-34.6833	115.633	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM957-10	BOLD:AAM2355	Anura	-31.705	115.96	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM989-10	BOLD:AAM2707	Anura	-17.0525	122.762	Australia	Southern	9	-10	-15	-20	9	Oceania
AMPSA064-12	BOLD:ABX1916	Anura	-13.1628	27.7552	Zambia	Southern	9	-10	-15	-20	9	Africa
AMPSA069-12	BOLD:ABX1923	Anura	-13.1628	27.7552	Zambia	Southern	9	-10	-15	-20	9	Africa
AMPSA081-12	BOLD:ABX1923	Anura	-13.1628	27.7552	Zambia	Southern	9	-10	-15	-20	9	Africa
AMPSA082-12	BOLD:ABX2369	Anura	-13.1628	27.7552	Zambia	Southern	9	-10	-15	-20	9	Africa
AMPSA096-12	BOLD:ACA5747	Anura	-30.925	25.766	South Africa	Southern	11	-30	-35	-40	11	Africa
AMPSA144-12	BOLD:ACA5836	Anura	-32.57	26.415	South Africa	Southern	11	-30	-35	-40	11	Africa
AMPSA157-12	BOLD:ACA5635	Anura	-31.828	29.297	South Africa	Southern	11	-30	-35	-40	11	Africa
AMPSA178-12	BOLD:ACA5882	Anura	-31.841	29.24	South Africa	Southern	11	-30	-35	-40	11	Africa
AMPSA199-13	BOLD:AAH7182	Anura	-32.3134	28.8361	South Africa	Southern	11	-30	-35	-40	11	Africa
AMPSA208-13	BOLD:ACK0203	Anura	-31.654	29.507	South Africa	Southern	11	-30	-35	-40	11	Africa
AMPSA227-13	BOLD:ACJ9545	Anura	-31.818	29.3	South Africa	Southern	11	-30	-35	-40	11	Africa
AMPSA230-13	BOLD:ACK0080	Anura	-10.681	40.502	Mozambique	Southern	9	-10	-15	-20	9	Africa
AMPSA250-13	BOLD:ACJ9967	Anura	-13.694	17.062	Angola	Southern	9	-10	-15	-20	9	Africa
AMPSA263-13	BOLD:ACK0202	Anura	-33.95	23.602	South Africa	Southern	11	-30	-35	-40	11	Africa
AMPSA268-13	BOLD:ABX1878	Anura	-17.873	19.836	Angola	Southern	9	-10	-15	-20	9	Africa
AMPSA282-13	BOLD:ABX1846	Anura	-17.573	23.227	Angola	Southern	9	-10	-15	-20	9	Africa
DBNGF034-10	BOLD:AAZ3778	Anura	-5.13	145.77	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania
DBNGF139-10	BOLD:ACE5836	Anura	-5.78617	145.059	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania
DBNGF228-10	BOLD:AAZ3860	Anura	-5.75967	145.18	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania
DBNGF322-10	BOLD:AAZ4254	Anura	-5.73131	145.275	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania
DBNGF437-10	BOLD:AAZ4264	Anura	-5.7375	145.27	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania
GBAP3646-13	BOLD:ACH9516	Anura	-1.37304	-77.86	Ecuador	Southern	8	0	-5	-10	8	Americas
GBMIN91891-17	BOLD:ADK8019	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia
GBMND1133-21	BOLD:ABY6883	Anura	-6.07414	-35.178	Brazil	Southern	8	0	-5	-10	8	Americas
GBMND61307-21	BOLD:ACG2163	Anura	-11.1088	-42.7237	Brazil	Southern	9	-10	-15	-20	9	Americas
IAHTP043-22	BOLD:AEV9460	Anura	0.288	6.612	Sao Tome and Principe	Northern	7	10	5	0	7	Africa
IMSAM091-09	BOLD:AAA9093	Anura	31.2914	-7.38056	Morocco	Northern	4	40	35	30	4	Africa
IMSAM281-09	BOLD:AAA9093	Anura	35.3383	-5.543	Morocco	Northern	4	40	35	30	4	Africa
IMSAM618-12	BOLD:AAY0509	Anura	42.9201	-7.38897	Spain	Northern	3	50	45	40	3	Europe
JBJF127-09	BOLD:ACF1106	Anura	30.53	102.93	China	Northern	4	40	35	30	4	Asia
MXHER067-09	BOLD:AAB6678	Anura	19.221	-102.683	Mexico	Northern	6	20	15	10	6	Americas
MXHER176-09	BOLD:AAB8400	Anura	19.501	-105.053	Mexico	Northern	6	20	15	10	6	Americas
NPAMV414-10	BOLD:AAT9850	Anura	13.667	104.017	Cambodia	Northern	6	20	15	10	6	Asia
NPAMV536-10	BOLD:AAU0728	Anura	13.668	104.018	Cambodia	Northern	6	20	15	10	6	Asia
NPAMV566-10	BOLD:AAI8238	Anura	11.702	107.285	Vietnam	Northern	6	20	15	10	6	Asia
WAMAL006-10	BOLD:AAT9833	Anura	-19.6611	128.883	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAL013-10	BOLD:AAT9833	Anura	-19.6611	128.883	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAL029-10	BOLD:AAT9165	Anura	-15.6722	128.74	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAL034-10	BOLD:AAT9165	Anura	-14.8202	125.721	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAL048-10	BOLD:AAU3683	Anura	-15.6847	128.684	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAL054-10	BOLD:AAU1572	Anura	-16.0219	125.324	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAL122-10	BOLD:AAT9130	Anura	-31.8333	115.867	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAL125-10	BOLD:AAU1572	Anura	-17.068	125.248	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAL574-10	BOLD:AAT9369	Anura	-32.2	121.783	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMIH006-10	BOLD:AAN2740	Anura	-9.55	124.217	Indonesia	Southern	8	0	-5	-10	8	Asia
WAMAL062-10	BOLD:AAU1572	Anura	-15.9894	125.329	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAL076-10	BOLD:AAT9165	Anura	-17.9541	127.794	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAL078-10	BOLD:AAZ5206	Anura	-14.4488	125.523	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAL088-10	BOLD:AAZ5206	Anura	-14.4625	125.521	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAL103-10	BOLD:ACG6772	Anura	-15.5519	125.479	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAL115-10	BOLD:AAT9366	Anura	-28.7	117.233	Australia	Southern	10	-20	-25	-30	10	Oceania
WAMAL117-10	BOLD:AAT9959	Anura	-28.7	117.233	Australia	Southern	10	-20	-25	-30	10	Oceania
WAMAL130-10	BOLD:AAT9134	Anura	-34.6833	117.917	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAL152-10	BOLD:AAT9134	Anura	-28.3166	114.367	Australia	Southern	10	-20	-25	-30	10	Oceania
WAMAL166-10	BOLD:AAT9134	Anura	-32.8333	115.65	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAL188-10	BOLD:AAT9833	Anura	-21.7833	114.85	Australia	Southern	10	-20	-25	-30	10	Oceania
WAMAL191-10	BOLD:AAT9130	Anura	-31.6833	115.75	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAL214-10	BOLD:AAU1571	Anura	-15.4638	128.868	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAL225-10	BOLD:AAT9132	Anura	-31.3333	116.383	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAL240-10	BOLD:AAU0800	Anura	-31.9083	116.35	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAL255-10	BOLD:AAT9673	Anura	-28.6	114.667	Australia	Southern	10	-20	-25	-30	10	Oceania
WAMAL280-10	BOLD:AAT9673	Anura	-29.7333	115.883	Australia	Southern	10	-20	-25	-30	10	Oceania
WAMAL289-10	BOLD:AAT9369	Anura	-29.9083	116.017	Australia	Southern	10	-20	-25	-30	10	Oceania
WAMAL310-10	BOLD:AAT9366	Anura	-29.3638	119.6	Australia	Southern	10	-20	-25	-30	10	Oceania
WAMAL311-10	BOLD:AAT9673	Anura	-31.5166	117.733	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAL335-10	BOLD:AAT9369	Anura	-31.5166	117.733	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAL345-10	BOLD:AAU0800	Anura	-28.7333	115	Australia	Southern	10	-20	-25	-30	10	Oceania
WAMAL364-10	BOLD:AAT9369	Anura	-28.7333	115	Australia	Southern	10	-20	-25	-30	10	Oceania
WAMAL375-10	BOLD:AAT9130	Anura	-31.868	116.051	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAL390-10	BOLD:AAT9959	Anura	-25.6538	114.626	Australia	Southern	10	-20	-25	-30	10	Oceania
WAMAL425-10	BOLD:AAT9366	Anura	-25.1191	115.427	Australia	Southern	10	-20	-25	-30	10	Oceania
WAMAL437-10	BOLD:AAT9132	Anura	-27.7	114.167	Australia	Southern	10	-20	-25	-30	10	Oceania
WAMAL468-10	BOLD:AAT9366	Anura	-25.0666	119.85	Australia	Southern	10	-20	-25	-30	10	Oceania
WAMAL495-10	BOLD:AAT9130	Anura	-33.3741	115.647	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAL510-10	BOLD:AAT9130	Anura	-32.89	115.716	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAL525-10	BOLD:AAT9130	Anura	-32.0247	115.982	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAL539-10	BOLD:AAT9959	Anura	-21.6169	118.954	Australia	Southern	10	-20	-25	-30	10	Oceania
WAMAL541-10	BOLD:AAT9131	Anura	-34.4291	115.746	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAL542-10	BOLD:AAT9132	Anura	-34.8125	116.075	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAL543-10	BOLD:AAT9959	Anura	-21.6169	118.954	Australia	Southern	10	-20	-25	-30	10	Oceania
WAMAL545-10	BOLD:AAT9130	Anura	-34.2916	115.188	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAL553-10	BOLD:AAT9959	Anura	-21.6169	118.954	Australia	Southern	10	-20	-25	-30	10	Oceania
WAMAL563-10	BOLD:AAT9165	Anura	-14.8333	125.733	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAL578-10	BOLD:AAT9134	Anura	-31.95	115.767	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAL589-10	BOLD:AAT9833	Anura	-20.9333	117.567	Australia	Southern	10	-20	-25	-30	10	Oceania
WAMAL609-10	BOLD:AAT9130	Anura	-34.0033	115.1	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAL616-10	BOLD:AAT9833	Anura	-19.7977	121.448	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAL631-10	BOLD:AAT9134	Anura	-33.9116	115.082	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAL643-10	BOLD:AAT9366	Anura	-28.0527	117.816	Australia	Southern	10	-20	-25	-30	10	Oceania
WAMAL660-10	BOLD:AAT9134	Anura	-32.833	121.414	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAL669-10	BOLD:AAU1526	Anura	-24.8836	113.639	Australia	Southern	10	-20	-25	-30	10	Oceania
WAMAL688-10	BOLD:AAT9134	Anura	-33.2833	115.7	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAL698-10	BOLD:AAT9134	Anura	-31.6422	115.918	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAL709-10	BOLD:AAT9833	Anura	-21.8025	118.911	Australia	Southern	10	-20	-25	-30	10	Oceania
WAMAL724-10	BOLD:AAT9366	Anura	-24.69	119.614	Australia	Southern	10	-20	-25	-30	10	Oceania
WAMAL740-10	BOLD:AAT9132	Anura	-33.5683	120.32	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAL751-10	BOLD:ACE6586	Anura	-24.3086	119.708	Australia	Southern	10	-20	-25	-30	10	Oceania
WAMAL752-10	BOLD:AAT9367	Anura	-21.0197	116.111	Australia	Southern	10	-20	-25	-30	10	Oceania
WAMAM013-10	BOLD:AAN3091	Anura	-27.2613	114.03	Australia	Southern	10	-20	-25	-30	10	Oceania
WAMAM019-10	BOLD:AAN3091	Anura	-27.2566	114.153	Australia	Southern	10	-20	-25	-30	10	Oceania
WAMAM029-10	BOLD:ACI3674	Anura	-17.5109	126.109	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAM042-10	BOLD:AAN2766	Anura	-15.8997	128.936	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAM067-10	BOLD:AAN3654	Anura	-14.8194	125.719	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAM072-10	BOLD:AAO1586	Anura	-14.8222	125.711	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAM085-10	BOLD:AAN3654	Anura	-16.0219	125.324	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAM1003-10	BOLD:AAM2706	Anura	-24.8561	113.703	Australia	Southern	10	-20	-25	-30	10	Oceania
WAMAM1032-10	BOLD:AAM2707	Anura	-23.3894	120.161	Australia	Southern	10	-20	-25	-30	10	Oceania
WAMAM1042-10	BOLD:AAT9085	Anura	-26.1666	114.333	Australia	Southern	10	-20	-25	-30	10	Oceania
WAMAM1052-10	BOLD:AAM1932	Anura	-32.4675	123.168	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM1072-10	BOLD:AAM2358	Anura	-33.5727	120.308	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM1077-10	BOLD:AAM2358	Anura	-33.5683	120.32	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM1098-10	BOLD:AAM1449	Anura	-33.1986	115.701	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM1125-10	BOLD:AAM2354	Anura	-34.2333	115.75	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM1148-10	BOLD:AAM2707	Anura	-23.3194	119.953	Australia	Southern	10	-20	-25	-30	10	Oceania
WAMAM117-10	BOLD:AAM4624	Anura	-34.3908	115.861	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM1185-10	BOLD:AAM1934	Anura	-28.0705	119.241	Australia	Southern	10	-20	-25	-30	10	Oceania
WAMAM123-10	BOLD:AAM2275	Anura	-16.7166	125.455	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAM134-10	BOLD:AAM1938	Anura	-14.8202	125.721	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAM139-10	BOLD:AAM2274	Anura	-14.8202	125.721	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAM158-10	BOLD:AAN2628	Anura	-15.7188	128.271	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAM162-10	BOLD:AAM2405	Anura	-14.8702	125.758	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAM172-10	BOLD:AAM2405	Anura	-16.4191	126.1	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAM186-10	BOLD:AAY9579	Anura	-15.9913	125.332	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAM201-10	BOLD:AAU0530	Anura	-17.7308	123.561	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAM204-10	BOLD:AAU0860	Anura	-17.828	124.265	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAM222-10	BOLD:AAM2707	Anura	-18.1091	125.435	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAM231-10	BOLD:AAN2766	Anura	-18.6088	125.781	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAM244-10	BOLD:AAM2274	Anura	-14.0813	126.375	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAM259-10	BOLD:AAM1938	Anura	-15.3513	124.527	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAM266-10	BOLD:AAM1938	Anura	-15.2597	124.445	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAM270-10	BOLD:AAM2275	Anura	-14.7588	127.048	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAM284-10	BOLD:AAM2405	Anura	-16.0072	125.329	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAM289-10	BOLD:AAM1938	Anura	-16.323	124.759	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAM295-10	BOLD:AAM1938	Anura	-16.323	124.759	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAM308-10	BOLD:AAM2405	Anura	-16.1802	125.443	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAM321-10	BOLD:AAM1794	Anura	-34.425	115.865	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM323-10	BOLD:AAM2354	Anura	-34.425	115.865	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM342-10	BOLD:AAM1794	Anura	-32.05	116.025	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM349-10	BOLD:AAM1879	Anura	-34.45	116.033	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM363-10	BOLD:AAM1449	Anura	-33.4833	115.642	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM390-10	BOLD:AAO1040	Anura	-22.9666	116	Australia	Southern	10	-20	-25	-30	10	Oceania
WAMAM397-10	BOLD:AAM1490	Anura	-27.2569	114.189	Australia	Southern	10	-20	-25	-30	10	Oceania
WAMAM419-10	BOLD:AAM1794	Anura	-34.9833	116.733	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM431-10	BOLD:AAM2707	Anura	-21.3333	117.2	Australia	Southern	10	-20	-25	-30	10	Oceania
WAMAM458-10	BOLD:AAM1449	Anura	-31.4333	117.517	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM465-10	BOLD:AAM1933	Anura	-27.3833	117.35	Australia	Southern	10	-20	-25	-30	10	Oceania
WAMAM467-10	BOLD:AAM1794	Anura	-34.1333	122.25	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM494-10	BOLD:AAM5238	Anura	-20.3166	119.2	Australia	Southern	10	-20	-25	-30	10	Oceania
WAMAM508-10	BOLD:AAM2355	Anura	-31.9	116.2	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM534-10	BOLD:AAM2354	Anura	-33.85	116.05	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM539-10	BOLD:AAM2356	Anura	-33.9166	116.283	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM560-10	BOLD:AAM1794	Anura	-33.8552	115.025	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM577-10	BOLD:AAM2354	Anura	-33.8369	115.034	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM588-10	BOLD:ABZ2692	Anura	-34.2922	115.131	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM614-10	BOLD:AAM1449	Anura	-30.6138	115.251	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM625-10	BOLD:AAM1794	Anura	-33.943	115.073	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM647-10	BOLD:AAM1490	Anura	-30.223	115.4	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM659-10	BOLD:AAM1449	Anura	-34.6	117.017	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM676-10	BOLD:AAM1449	Anura	-34.7833	116.033	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM684-10	BOLD:AAM1449	Anura	-33.7	116.233	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM685-10	BOLD:AAM2356	Anura	-34	116.017	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM709-10	BOLD:AAM2358	Anura	-31.9333	115.767	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM726-10	BOLD:AAM1449	Anura	-34.025	118.133	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM735-10	BOLD:ABZ1777	Anura	-34.9083	117.375	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM755-10	BOLD:AAM1449	Anura	-34.0166	115.1	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM770-10	BOLD:AAM1449	Anura	-34.9666	117.817	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM773-10	BOLD:AAM1449	Anura	-34.9666	117.5	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM793-10	BOLD:AAM1490	Anura	-31.9333	119.075	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM810-10	BOLD:AAM1490	Anura	-31.9333	119.075	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM832-10	BOLD:AAM2405	Anura	-14.3	126.633	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAM849-10	BOLD:AAM1879	Anura	-33.825	115.925	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM874-10	BOLD:AAM1490	Anura	-31.2666	119.817	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM875-10	BOLD:ACI3763	Anura	-31.2666	119.817	Australia	Southern	11	-30	-35	-40	11	Oceania
AMPAS096-05	BOLD:AAA3971	Anura	42.9745	-81.3209	Canada	Northern	3	50	45	40	3	Americas
AMPAS097-05	BOLD:AAA3971	Anura	42.9745	-81.3209	Canada	Northern	3	50	45	40	3	Americas
AMPAS184-05	BOLD:AAC7099	Anura	58.73	-93.82	Canada	Northern	2	60	55	50	2	Americas
AMPAS200-06	BOLD:AAA7514	Anura	45.509	-76.952	Canada	Northern	3	50	45	40	3	Americas
AMPAS202-06	BOLD:AAA7514	Anura	45.235	-77.358	Canada	Northern	3	50	45	40	3	Americas
GBMIN92757-17	BOLD:ACD2618	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia
GBMND873-21	BOLD:ACA3750	Anura	-34.8513	-54.9392	Uruguay	Southern	11	-30	-35	-40	11	Americas
WAMAM895-10	BOLD:AAM1879	Anura	-34.4291	115.742	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM912-10	BOLD:AAM1490	Anura	-30.2833	116.767	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM927-10	BOLD:AAU0530	Anura	-17.9666	122.233	Australia	Southern	9	-10	-15	-20	9	Oceania
